,_id,iterationName,phase,finalCount,GID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trial,sectionTrial,num,base,targ,resp,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,WT,initTime,endTime,gender,age,comments,understood,totalLength,strategy,strategy_other,expt,cond,targetWord,targetNum,responseSide,responseNumber,responseWord,otherNumber,otherWord,missed,syntax,count,duplicate,failedGame,nonsenseGame,failedOutlier,distracted,distractedGame,manualExclude,incomplete,generalized,prim,add,mult,exp,feature_sum,maxrule,lexicon,gloss,targ_gloss,numSyls,normedWT,CT,freq
18194,63cd945c58c4334a66b0565a,run1,quiz,False,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.34,1.34,46.0,1.0,2.0,5.0,sa-nu,sanu,1.0,0.0,{},1674417238903.0,1674417238903.0,2579.0,2579.0,0.682,1.897,1674416901319.0,1674417241482.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",2,4-5,2.0,0.47425,1.15625,7
18199,63cd945e58c4334a66b05663,run1,quiz,True,215.0,,,,215.0,63cc988c2a276a3b63c222e6,63cd90e0d825b43936d79d24,$1.75,1.75,60.0,5.0,6.0,5.0,ni-hu,nihu,1.0,0.0,{},1674417241925.0,1674417241925.0,4186.0,4186.0,2.446,1.74,1674416642378.0,1674417246111.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ka': 1.0, 'ni': 2.0, 'ni-so': 3.0, 'ni-te': 4.0, 'ka-ni': 5.0, 'ni-hu': 6.0, 'hu': 7.0, 'so': 8.0, 'te': 9.0, 'ni-ka': 10.0}",6,2-7,2.0,0.435,2.8810000000000002,4
18202,63cd945f58c4334a66b05669,run1,quiz,False,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.37,1.37,47.0,2.0,3.0,5.0,ki,ki,1.0,0.0,{},1674417242505.0,1674417242505.0,1407.0,1407.0,0.49,0.917,1674416901319.0,1674417243912.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",3,3,1.0,0.4585,0.9485,6
18205,63cd946158c4334a66b0566f,run1,quiz,False,212.0,,,,212.0,63cc988c2a276a3b63c222e6,63cd90c08db3dcffe43fd1bf,$1.16,1.16,52.0,0.0,2.0,5.0,ka,ka,1.0,0.0,{},1674417245323.0,1674417245323.0,4241.0,4241.0,1.793,2.448,1674416510532.0,1674417249564.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'hi': 1.0, 'ne': 4.0, 'so': 5.0, 'ka': 2.0, 'tu': 3.0}",2,2,1.0,1.224,3.017,7
18209,63cd946158c4334a66b05675,run1,quiz,False,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.4,1.4,48.0,3.0,4.0,5.0,sa,sa,1.0,0.0,{},1674417244935.0,1674417244935.0,1667.0,1667.0,0.546,1.121,1674416901319.0,1674417246602.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",4,4,1.0,0.5605,1.1065,5
18210,63cd946258c4334a66b05678,run1,quiz,True,215.0,,,,215.0,63cc988c2a276a3b63c222e6,63cd90e0d825b43936d79d24,$1.78,1.78,61.0,6.0,7.0,5.0,hu,hu,1.0,0.0,{},1674417247130.0,1674417247130.0,3163.0,3163.0,1.759,1.404,1674416642378.0,1674417250293.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ka': 1.0, 'ni': 2.0, 'ni-so': 3.0, 'ni-te': 4.0, 'ka-ni': 5.0, 'ni-hu': 6.0, 'hu': 7.0, 'so': 8.0, 'te': 9.0, 'ni-ka': 10.0}",7,7,1.0,0.702,2.461,3
18215,63cd946458c4334a66b05682,run1,quiz,False,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.43,1.43,49.0,4.0,5.0,5.0,nu,nu,1.0,0.0,{},1674417247625.0,1674417247625.0,1541.0,1541.0,0.548,0.993,1674416901319.0,1674417249166.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",5,5,1.0,0.4965,1.0445,4
18218,63cd946558c4334a66b05688,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$0.66,0.66,22.0,0.0,3.0,5.0,ka,ka,1.0,0.0,{},1674417245478.0,1674417245478.0,5724.0,5724.0,3.989,1.735,1674416980223.0,1674417251202.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",3,3,1.0,0.8675,4.8565,2
18219,63cd946558c4334a66b0568a,run1,quiz,True,215.0,,,,215.0,63cc988c2a276a3b63c222e6,63cd90e0d825b43936d79d24,$1.81,1.81,62.0,7.0,8.0,5.0,so,so,1.0,0.0,{},1674417251309.0,1674417251309.0,1919.0,1919.0,1.037,0.882,1674416642378.0,1674417253228.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ka': 1.0, 'ni': 2.0, 'ni-so': 3.0, 'ni-te': 4.0, 'ka-ni': 5.0, 'ni-hu': 6.0, 'hu': 7.0, 'so': 8.0, 'te': 9.0, 'ni-ka': 10.0}",8,8,1.0,0.441,1.478,2
18221,63cd946658c4334a66b0568c,run1,quiz,False,212.0,,,,212.0,63cc988c2a276a3b63c222e6,63cd90c08db3dcffe43fd1bf,$1.19,1.19,53.0,1.0,3.0,5.0,tu,tu,1.0,0.0,{},1674417250578.0,1674417250578.0,4207.0,4207.0,1.773,2.434,1674416510532.0,1674417254785.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'hi': 1.0, 'ne': 4.0, 'so': 5.0, 'ka': 2.0, 'tu': 3.0}",3,3,1.0,1.217,2.99,6
18226,63cd946758c4334a66b05695,run1,quiz,False,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.46,1.46,50.0,5.0,6.0,5.0,nu-he,nuhe,1.0,0.0,{},1674417250191.0,1674417250191.0,2325.0,2325.0,0.687,1.638,1674416901319.0,1674417252516.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",6,5-9,2.0,0.4095,1.0965,3
18227,63cd946858c4334a66b05698,run1,quiz,True,215.0,,,,215.0,63cc988c2a276a3b63c222e6,63cd90e0d825b43936d79d24,$1.84,1.84,63.0,8.0,9.0,5.0,te,te,1.0,0.0,{},1674417254243.0,1674417254243.0,1800.0,1800.0,0.982,0.818,1674416642378.0,1674417256043.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ka': 1.0, 'ni': 2.0, 'ni-so': 3.0, 'ni-te': 4.0, 'ka-ni': 5.0, 'ni-hu': 6.0, 'hu': 7.0, 'so': 8.0, 'te': 9.0, 'ni-ka': 10.0}",9,9,1.0,0.409,1.391,1
18228,63cd946858c4334a66b0569a,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$0.69,0.69,23.0,1.0,1.0,5.0,to,to,1.0,0.0,{},1674417252204.0,1674417252204.0,2125.0,2125.0,1.521,0.604,1674416980223.0,1674417254329.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",1,1,1.0,0.302,1.823,2
18237,63cd946b58c4334a66b056a7,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$0.72,0.72,24.0,2.0,3.0,5.0,ka,ka,1.0,0.0,{},1674417255331.0,1674417255331.0,2237.0,2237.0,1.717,0.52,1674416980223.0,1674417257568.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",3,3,1.0,0.26,1.977,3
18241,63cd946c58c4334a66b056ad,run1,quiz,True,215.0,,,,215.0,63cc988c2a276a3b63c222e6,63cd90e0d825b43936d79d24,$1.87,1.87,64.0,0.0,10.0,5.0,ni-ka,nika,1.0,0.0,{},1674417257059.0,1674417257059.0,3104.0,3104.0,0.893,2.211,1674416642378.0,1674417260163.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ka': 1.0, 'ni': 2.0, 'ni-so': 3.0, 'ni-te': 4.0, 'ka-ni': 5.0, 'ni-hu': 6.0, 'hu': 7.0, 'so': 8.0, 'te': 9.0, 'ni-ka': 10.0}",10,2-1,2.0,0.55275,1.4457499999999999,0
18245,63cd946d58c4334a66b056b3,run1,quiz,False,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.49,1.49,51.0,6.0,7.0,5.0,nu-to,nuto,1.0,0.0,{},1674417253536.0,1674417253536.0,4683.0,4683.0,0.021,4.662,1674416901319.0,1674417258219.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",7,5-10,2.0,1.1655,1.1864999999999999,2
18249,63cd946e58c4334a66b056ba,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$0.75,0.75,25.0,3.0,4.0,5.0,se,se,1.0,0.0,{},1674417258570.0,1674417258570.0,2368.0,2368.0,1.878,0.49,1674416980223.0,1674417260938.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",4,4,1.0,0.245,2.1229999999999998,3
18256,63cd947158c4334a66b056c4,run1,quiz,False,212.0,,,,212.0,63cc988c2a276a3b63c222e6,63cd90c08db3dcffe43fd1bf,$1.19,1.19,54.0,2.0,10.0,5.0,ka-so,soka,0.0,0.0,{},1674417255803.0,1674417255803.0,10010.0,10010.0,3.407,6.603,1674416510532.0,1674417265813.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'hi': 1.0, 'ne': 4.0, 'so': 5.0, 'ka': 2.0, 'tu': 3.0}",5-2,2-5,2.0,1.65075,5.05775,0
18257,63cd947158c4334a66b056c5,run1,quiz,False,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.52,1.52,52.0,7.0,8.0,5.0,nu-sa,nusa,1.0,0.0,{},1674417259239.0,1674417259239.0,2907.0,2907.0,1.486,1.421,1674416901319.0,1674417262146.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",8,5-4,2.0,0.35525,1.84125,1
18264,63cd947258c4334a66b056cf,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$0.78,0.78,26.0,4.0,8.0,5.0,hu-ka,huka,1.0,0.0,{},1674417261940.0,1674417261940.0,3024.0,3024.0,1.752,1.272,1674416980223.0,1674417264964.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",5-3,5-3,2.0,0.318,2.07,0
18267,63cd947458c4334a66b056d3,run1,quiz,False,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.55,1.55,53.0,8.0,9.0,5.0,he,he,1.0,0.0,{},1674417263168.0,1674417263168.0,1856.0,1856.0,0.796,1.06,1674416901319.0,1674417265024.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",9,9,1.0,0.53,1.326,0
18281,63cd947a58c4334a66b056e7,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$0.81,0.81,27.0,5.0,5.0,5.0,hu,hu,1.0,0.0,{},1674417265966.0,1674417265966.0,6132.0,6132.0,4.844,1.288,1674416980223.0,1674417272098.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",5,5,1.0,0.644,5.488,1
18294,63cd947d58c4334a66b056f8,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$0.84,0.84,28.0,6.0,4.0,5.0,se,se,1.0,0.0,{},1674417273100.0,1674417273100.0,2207.0,2207.0,1.663,0.544,1674416980223.0,1674417275307.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",4,4,1.0,0.272,1.935,4
18304,63cd948158c4334a66b0570a,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$0.87,0.87,29.0,0.0,6.0,5.0,hu-to,huto,1.0,0.0,{},1674417276308.0,1674417276308.0,3104.0,3104.0,2.013,1.091,1674416980223.0,1674417279412.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",5-1,5-1,2.0,0.27275,2.2857499999999997,3
18305,63cd948158c4334a66b0570b,run1,quiz,True,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.61,1.61,55.0,0.0,1.0,5.0,nu-ki,nuki,1.0,0.0,{},1674417273634.0,1674417273634.0,4586.0,4586.0,2.85,1.736,1674416901319.0,1674417278220.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",1,5-3,2.0,0.434,3.2840000000000003,8
18318,63cd948458c4334a66b0571f,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$0.9,0.9,30.0,1.0,2.0,5.0,ni,ni,1.0,0.0,{},1674417280414.0,1674417280414.0,2644.0,2644.0,1.836,0.808,1674416980223.0,1674417283058.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",2,2,1.0,0.404,2.24,0
18323,63cd948658c4334a66b05727,run1,quiz,True,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.64,1.64,56.0,1.0,2.0,5.0,sa-nu,sanu,1.0,0.0,{},1674417279240.0,1674417279240.0,4024.0,4024.0,2.254,1.77,1674416901319.0,1674417283264.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",2,4-5,2.0,0.4425,2.6965,8
18331,63cd948858c4334a66b05734,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$0.93,0.93,31.0,2.0,3.0,5.0,ka,ka,1.0,0.0,{},1674417284060.0,1674417284060.0,2652.0,2652.0,1.587,1.065,1674416980223.0,1674417286712.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",3,3,1.0,0.5325,2.1195,4
18333,63cd948858c4334a66b05736,run1,quiz,True,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.67,1.67,57.0,2.0,3.0,5.0,ki,ki,1.0,0.0,{},1674417284287.0,1674417284287.0,1523.0,1523.0,0.573,0.95,1674416901319.0,1674417285810.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",3,3,1.0,0.475,1.048,7
18344,63cd948c58c4334a66b05745,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$0.96,0.96,32.0,3.0,2.0,5.0,ni,ni,1.0,0.0,{},1674417287714.0,1674417287714.0,2815.0,2815.0,1.843,0.972,1674416980223.0,1674417290529.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",2,2,1.0,0.486,2.3289999999999997,1
18349,63cd948d58c4334a66b0574b,run1,quiz,True,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.7,1.7,58.0,3.0,4.0,5.0,sa,sa,1.0,0.0,{},1674417286831.0,1674417286831.0,3803.0,3803.0,0.811,2.992,1674416901319.0,1674417290634.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",4,4,1.0,1.496,2.307,6
18358,63cd949058c4334a66b05757,run1,quiz,True,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.73,1.73,59.0,4.0,5.0,5.0,nu,nu,1.0,0.0,{},1674417291654.0,1674417291654.0,1767.0,1767.0,0.856,0.911,1674416901319.0,1674417293421.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",5,5,1.0,0.4555,1.3115,5
18376,63cd949658c4334a66b0576e,run1,quiz,True,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.76,1.76,60.0,5.0,6.0,5.0,nu-he,nuhe,1.0,0.0,{},1674417294457.0,1674417294457.0,4956.0,4956.0,0.764,4.192,1674416901319.0,1674417299413.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",6,5-9,2.0,1.048,1.812,4
18384,63cd949958c4334a66b05779,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$1.02,1.02,34.0,5.0,2.0,5.0,ni,ni,1.0,0.0,{},1674417301077.0,1674417301077.0,2934.0,2934.0,2.321,0.613,1674416980223.0,1674417304011.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",2,2,1.0,0.3065,2.6275000000000004,2
18390,63cd949c58c4334a66b05780,run1,quiz,True,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.79,1.79,61.0,6.0,7.0,5.0,nu-to,nuto,1.0,0.0,{},1674417300436.0,1674417300436.0,4809.0,4809.0,0.986,3.823,1674416901319.0,1674417305245.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",7,5-10,2.0,0.95575,1.9417499999999999,3
18394,63cd949d58c4334a66b05787,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$1.05,1.05,35.0,6.0,2.0,5.0,ni,ni,1.0,0.0,{},1674417305013.0,1674417305013.0,2215.0,2215.0,1.374,0.841,1674416980223.0,1674417307228.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",2,2,1.0,0.4205,1.7945000000000002,3
18398,63cd949e58c4334a66b0578b,run1,quiz,False,212.0,,,,212.0,63cc988c2a276a3b63c222e6,63cd90c08db3dcffe43fd1bf,$1.19,1.19,55.0,3.0,9.0,5.0,so-ne,sohi,0.0,0.0,{},1674417287034.0,1674417287034.0,24116.0,24116.0,2.703,,1674416510532.0,1674417311150.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 1.0, 'ne': 4.0, 'so': 5.0, 'ka': 2.0, 'tu': 3.0}",5-1,5-4,2.0,,,0
18400,63cd94a058c4334a66b0578f,run1,quiz,False,219.0,,,,219.0,63cc988c2a276a3b63c222e6,63cd90c44be8b78b74a7aeb9,$1.08,1.08,36.0,7.0,2.0,5.0,ni,ni,1.0,0.0,{},1674417308230.0,1674417308230.0,2059.0,2059.0,1.101,0.958,1674416980223.0,1674417310289.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'to': 1.0, 'se': 4.0, 'hu': 5.0, 'ka': 3.0, 'ni': 2.0}",2,2,1.0,0.479,1.58,4
18401,63cd94a058c4334a66b05790,run1,quiz,True,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.82,1.82,62.0,7.0,8.0,5.0,nu-sa,nusa,1.0,0.0,{},1674417306268.0,1674417306268.0,3137.0,3137.0,1.577,1.56,1674416901319.0,1674417309405.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",8,5-4,2.0,0.39,1.967,2
18409,63cd94a358c4334a66b0579c,run1,quiz,True,217.0,,,,217.0,63cc988c2a276a3b63c222e6,63cd923d5988031c4d19fd7f,$1.85,1.85,63.0,8.0,9.0,5.0,he,he,1.0,0.0,{},1674417310430.0,1674417310430.0,2364.0,2364.0,1.123,1.241,1674416901319.0,1674417312794.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu-ki': 1.0, 'sa-nu': 2.0, 'ki': 3.0, 'sa': 4.0, 'nu': 5.0, 'nu-he': 6.0, 'nu-to': 7.0, 'nu-sa': 8.0, 'he': 9.0, 'to': 10.0}",9,9,1.0,0.6205,1.7435,1
