,_id,iterationName,phase,finalCount,GID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trial,sectionTrial,num,base,targ,resp,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,WT,initTime,endTime,gender,age,comments,understood,totalLength,strategy,strategy_other,expt,cond,targetWord,targetNum,responseSide,responseNumber,responseWord,otherNumber,otherWord,missed,syntax,count,duplicate,failedGame,nonsenseGame,failedOutlier,distracted,distractedGame,manualExclude,incomplete,generalized,prim,add,mult,exp,feature_sum,maxrule,lexicon,gloss,targ_gloss,numSyls,normedWT,CT,freq
27042,63d02a8e15a25e5c751c7d60,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.54,0.54,18.0,3.0,4.0,5.0,no,no,1.0,0.0,{},1674586765353.0,1674586765353.0,1189.0,1189.0,0.366,0.823,1674586678435.0,1674586766542.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",4,4,1.0,0.4115,0.7775,1
27043,63d02a8f15a25e5c751c7d61,run1,quiz,False,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.35,1.35,45.0,0.0,1.0,5.0,ni,ni,1.0,0.0,{},1674586764279.0,1674586764279.0,2829.0,2829.0,1.419,1.41,1674586473374.0,1674586767108.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",1,1,1.0,0.705,2.124,7
27044,63d02a9215a25e5c751c7d62,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.57,0.57,19.0,4.0,5.0,5.0,tu,tu,1.0,0.0,{},1674586767544.0,1674586767544.0,2323.0,2323.0,1.49,0.833,1674586678435.0,1674586769867.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",5,5,1.0,0.4165,1.9064999999999999,0
27047,63d02a9d15a25e5c751c7d66,run1,quiz,False,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.38,1.38,46.0,1.0,2.0,5.0,se,se,1.0,0.0,{},1674586768119.0,1674586768119.0,13197.0,13197.0,10.316,2.881,1674586473374.0,1674586781316.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",2,2,1.0,1.4405,11.7565,7
27048,63d02aa015a25e5c751c7d68,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.63,0.63,21.0,0.0,1.0,5.0,ka,ka,1.0,0.0,{},1674586782106.0,1674586782106.0,2429.0,2429.0,1.552,0.877,1674586678435.0,1674586784535.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",1,1,1.0,0.4385,1.9905,4
27049,63d02aa115a25e5c751c7d69,run1,quiz,False,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.41,1.41,47.0,2.0,3.0,5.0,ta,ta,1.0,0.0,{},1674586782328.0,1674586782328.0,3580.0,3580.0,2.651,0.929,1674586473374.0,1674586785908.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",3,3,1.0,0.4645,3.1155,6
27050,63d02aa315a25e5c751c7d6b,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.66,0.66,22.0,1.0,2.0,5.0,he,he,1.0,0.0,{},1674586785543.0,1674586785543.0,1974.0,1974.0,0.939,1.035,1674586678435.0,1674586787517.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",2,2,1.0,0.5175,1.4565,4
27051,63d02aa515a25e5c751c7d6c,run1,quiz,False,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.44,1.44,48.0,3.0,4.0,5.0,ho,ho,1.0,0.0,{},1674586786920.0,1674586786920.0,2364.0,2364.0,1.066,1.298,1674586473374.0,1674586789284.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",4,4,1.0,0.649,1.715,5
27052,63d02aa615a25e5c751c7d6e,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.69,0.69,23.0,2.0,3.0,5.0,si,si,1.0,0.0,{},1674586788520.0,1674586788520.0,1707.0,1707.0,0.263,1.444,1674586678435.0,1674586790227.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",3,3,1.0,0.722,0.985,3
27053,63d02aa915a25e5c751c7d6f,run1,quiz,False,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.47,1.47,49.0,4.0,5.0,5.0,ku,ku,1.0,0.0,{},1674586790295.0,1674586790295.0,2717.0,2717.0,1.675,1.042,1674586473374.0,1674586793012.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",5,5,1.0,0.521,2.196,4
27054,63d02aa915a25e5c751c7d70,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.72,0.72,24.0,3.0,4.0,5.0,no,no,1.0,0.0,{},1674586791231.0,1674586791231.0,2404.0,2404.0,0.075,2.329,1674586678435.0,1674586793635.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",4,4,1.0,1.1645,1.2395,2
27055,63d02aac15a25e5c751c7d71,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.75,0.75,25.0,4.0,5.0,5.0,tu,tu,1.0,0.0,{},1674586794640.0,1674586794640.0,2036.0,2036.0,0.983,1.053,1674586678435.0,1674586796676.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",5,5,1.0,0.5265,1.5095,1
27056,63d02aad15a25e5c751c7d72,run1,quiz,False,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.5,1.5,50.0,5.0,6.0,5.0,ku-ni,kuni,1.0,0.0,{},1674586794024.0,1674586794024.0,3100.0,3100.0,1.563,1.537,1674586473374.0,1674586797124.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",5-1,5-1,2.0,0.38425,1.94725,3
27057,63d02ab115a25e5c751c7d73,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.78,0.78,26.0,5.0,6.0,5.0,tu-ka,tuka,1.0,0.0,{},1674586797680.0,1674586797680.0,3416.0,3416.0,1.429,1.987,1674586678435.0,1674586801096.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",5-1,5-1,2.0,0.49675,1.92575,0
27058,63d02ab215a25e5c751c7d74,run1,quiz,False,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.53,1.53,51.0,6.0,7.0,5.0,ku-se,kuse,1.0,0.0,{},1674586798136.0,1674586798136.0,4076.0,4076.0,0.906,3.17,1674586473374.0,1674586802212.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",5-2,5-2,2.0,0.7925,1.6985000000000001,2
27059,63d02ab615a25e5c751c7d76,run1,quiz,False,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.56,1.56,52.0,7.0,8.0,5.0,ku-ta,kuta,1.0,0.0,{},1674586803223.0,1674586803223.0,3293.0,3293.0,1.356,1.937,1674586473374.0,1674586806516.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",5-3,5-3,2.0,0.48425,1.8402500000000002,1
27060,63d02aba15a25e5c751c7d78,run1,quiz,False,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.59,1.59,53.0,8.0,9.0,5.0,ku-ho,kuho,1.0,0.0,{},1674586807527.0,1674586807527.0,3149.0,3149.0,1.115,2.034,1674586473374.0,1674586810676.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",5-4,5-4,2.0,0.5085,1.6235,0
27063,63d02ac315a25e5c751c7d7c,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.84,0.84,28.0,0.0,1.0,5.0,ka,ka,1.0,0.0,{},1674586817624.0,1674586817624.0,1678.0,1678.0,1.006,0.672,1674586678435.0,1674586819302.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",1,1,1.0,0.336,1.342,5
27064,63d02ac615a25e5c751c7d7e,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.87,0.87,29.0,1.0,2.0,5.0,he,he,1.0,0.0,{},1674586820312.0,1674586820312.0,1643.0,1643.0,1.011,0.632,1674586678435.0,1674586821955.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",2,2,1.0,0.316,1.327,5
27065,63d02ac915a25e5c751c7d7f,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.9,0.9,30.0,2.0,3.0,5.0,si,si,1.0,0.0,{},1674586822960.0,1674586822960.0,2522.0,2522.0,1.19,1.332,1674586678435.0,1674586825482.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",3,3,1.0,0.666,1.8559999999999999,4
27066,63d02acd15a25e5c751c7d80,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.93,0.93,31.0,3.0,4.0,5.0,no,no,1.0,0.0,{},1674586826487.0,1674586826487.0,2374.0,2374.0,0.537,1.837,1674586678435.0,1674586828861.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",4,4,1.0,0.9185,1.4555,3
27067,63d02ad015a25e5c751c7d81,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.96,0.96,32.0,4.0,5.0,5.0,tu,tu,1.0,0.0,{},1674586829864.0,1674586829864.0,2332.0,2332.0,1.0,1.332,1674586678435.0,1674586832196.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",5,5,1.0,0.666,1.666,2
27068,63d02ad415a25e5c751c7d82,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$0.99,0.99,33.0,5.0,6.0,5.0,tu-ka,tuka,1.0,0.0,{},1674586833200.0,1674586833200.0,3007.0,3007.0,1.492,1.515,1674586678435.0,1674586836207.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",5-1,5-1,2.0,0.37875,1.87075,1
27069,63d02ad915a25e5c751c7d83,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.02,1.02,34.0,6.0,7.0,5.0,tu-he,tuhe,1.0,0.0,{},1674586837216.0,1674586837216.0,3955.0,3955.0,0.579,3.376,1674586678435.0,1674586841171.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",5-2,5-2,2.0,0.844,1.423,0
27074,63d02aea15a25e5c751c7d88,run1,quiz,True,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.65,1.65,55.0,0.0,1.0,5.0,ni,ni,1.0,0.0,{},1674586854165.0,1674586854165.0,4032.0,4032.0,3.006,1.026,1674586473374.0,1674586858197.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",1,1,1.0,0.513,3.5189999999999997,8
27075,63d02aea15a25e5c751c7d89,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.08,1.08,36.0,0.0,1.0,5.0,ka,ka,1.0,0.0,{},1674586855792.0,1674586855792.0,2526.0,2526.0,1.274,1.252,1674586678435.0,1674586858318.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",1,1,1.0,0.626,1.9,6
27076,63d02aed15a25e5c751c7d8a,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.11,1.11,37.0,1.0,2.0,5.0,he,he,1.0,0.0,{},1674586859324.0,1674586859324.0,2454.0,2454.0,1.267,1.187,1674586678435.0,1674586861778.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",2,2,1.0,0.5935,1.8605,6
27077,63d02aee15a25e5c751c7d8b,run1,quiz,True,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.68,1.68,56.0,1.0,2.0,5.0,se,se,1.0,0.0,{},1674586859208.0,1674586859208.0,3453.0,3453.0,2.7,0.753,1674586473374.0,1674586862661.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",2,2,1.0,0.3765,3.0765000000000002,8
27078,63d02af115a25e5c751c7d8c,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.14,1.14,38.0,2.0,3.0,5.0,si,si,1.0,0.0,{},1674586862784.0,1674586862784.0,2191.0,2191.0,0.924,1.267,1674586678435.0,1674586864975.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",3,3,1.0,0.6335,1.5575,5
27079,63d02af115a25e5c751c7d8d,run1,quiz,True,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.71,1.71,57.0,2.0,3.0,5.0,ta,ta,1.0,0.0,{},1674586863672.0,1674586863672.0,1693.0,1693.0,0.843,0.85,1674586473374.0,1674586865365.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",3,3,1.0,0.425,1.268,7
27080,63d02af415a25e5c751c7d8e,run1,quiz,True,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.74,1.74,58.0,3.0,4.0,5.0,ho,ho,1.0,0.0,{},1674586866374.0,1674586866374.0,1935.0,1935.0,0.781,1.154,1674586473374.0,1674586868309.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",4,4,1.0,0.577,1.358,6
27081,63d02af415a25e5c751c7d8f,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.17,1.17,39.0,3.0,4.0,5.0,no,no,1.0,0.0,{},1674586865984.0,1674586865984.0,2396.0,2396.0,0.826,1.57,1674586678435.0,1674586868380.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",4,4,1.0,0.785,1.611,4
27082,63d02af715a25e5c751c7d90,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.2,1.2,40.0,4.0,5.0,5.0,tu,tu,1.0,0.0,{},1674586869384.0,1674586869384.0,1977.0,1977.0,0.516,1.461,1674586678435.0,1674586871361.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",5,5,1.0,0.7305,1.2465000000000002,3
27083,63d02af915a25e5c751c7d91,run1,quiz,True,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.77,1.77,59.0,4.0,5.0,5.0,ku,ku,1.0,0.0,{},1674586869320.0,1674586869320.0,3693.0,3693.0,2.523,1.17,1674586473374.0,1674586873013.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",5,5,1.0,0.585,3.108,5
27084,63d02afa15a25e5c751c7d93,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.23,1.23,41.0,5.0,6.0,5.0,tu-ka,tuka,1.0,0.0,{},1674586872368.0,1674586872368.0,2320.0,2320.0,0.911,1.409,1674586678435.0,1674586874688.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",5-1,5-1,2.0,0.35225,1.26325,2
27085,63d02afd15a25e5c751c7d94,run1,quiz,True,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.8,1.8,60.0,5.0,6.0,5.0,ku-ni,kuni,1.0,0.0,{},1674586874023.0,1674586874023.0,3807.0,3807.0,1.596,2.211,1674586473374.0,1674586877830.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",5-1,5-1,2.0,0.55275,2.14875,4
27086,63d02afe15a25e5c751c7d95,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.26,1.26,42.0,6.0,7.0,5.0,tu-he,tuhe,1.0,0.0,{},1674586875696.0,1674586875696.0,3105.0,3105.0,0.86,2.245,1674586678435.0,1674586878801.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",5-2,5-2,2.0,0.56125,1.4212500000000001,1
27087,63d02b0215a25e5c751c7d97,run1,quiz,True,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.83,1.83,61.0,6.0,7.0,5.0,ku-se,kuse,1.0,0.0,{},1674586878840.0,1674586878840.0,3150.0,3150.0,1.772,1.378,1674586473374.0,1674586881990.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",5-2,5-2,2.0,0.3445,2.1165,3
27088,63d02b0315a25e5c751c7d98,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.29,1.29,43.0,7.0,8.0,5.0,tu-si,tusi,1.0,0.0,{},1674586879809.0,1674586879809.0,3306.0,3306.0,1.536,1.77,1674586678435.0,1674586883115.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",5-3,5-3,2.0,0.4425,1.9785,0
27089,63d02b0515a25e5c751c7d9a,run1,quiz,True,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.86,1.86,62.0,7.0,8.0,5.0,ku-ta,kuta,1.0,0.0,{},1674586883014.0,1674586883014.0,2688.0,2688.0,1.23,1.458,1674586473374.0,1674586885702.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",5-3,5-3,2.0,0.3645,1.5945,2
27090,63d02b0915a25e5c751c7d9c,run1,quiz,True,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.89,1.89,63.0,8.0,9.0,5.0,ku-ho,kuho,1.0,0.0,{},1674586886712.0,1674586886712.0,3150.0,3150.0,1.276,1.874,1674586473374.0,1674586889862.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",5-4,5-4,2.0,0.4685,1.7445,1
27093,63d02b1715a25e5c751c7da2,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.35,1.35,45.0,0.0,1.0,5.0,ka,ka,1.0,0.0,{},1674586899648.0,1674586899648.0,3308.0,3308.0,1.628,1.68,1674586678435.0,1674586902956.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",1,1,1.0,0.84,2.468,7
27094,63d02b1715a25e5c751c7da3,run1,quiz,True,278.0,,,,278.0,63cc988c2a276a3b63c222e6,63d0291589d51016f6bd2064,$1.92,1.92,64.0,0.0,10.0,5.0,se-ku,seku,1.0,0.0,{},1674586890872.0,1674586890872.0,12509.0,12509.0,4.685,7.824,1674586473374.0,1674586903381.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ni': 1.0, 'se': 2.0, 'ta': 3.0, 'ho': 4.0, 'ku': 5.0}",2-5,2-5,2.0,1.956,6.641,0
27095,63d02b1a15a25e5c751c7da5,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.38,1.38,46.0,1.0,2.0,5.0,he,he,1.0,0.0,{},1674586903959.0,1674586903959.0,2193.0,2193.0,1.467,0.726,1674586678435.0,1674586906152.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",2,2,1.0,0.363,1.83,7
27096,63d02b1c15a25e5c751c7da6,run1,quiz,False,279.0,,,,279.0,63cc988c2a276a3b63c222e6,63d02917a8dd6ac0b3415691,$1.41,1.41,47.0,2.0,3.0,5.0,si,si,1.0,0.0,{},1674586907160.0,1674586907160.0,1517.0,1517.0,0.863,0.654,1674586678435.0,1674586908677.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ka': 1.0, 'he': 2.0, 'si': 3.0, 'no': 4.0, 'tu': 5.0}",3,3,1.0,0.327,1.19,6
