,Unnamed: 0,_id,iterationName,phase,finalCount,GID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trial,sectionTrial,num,base,targ,resp,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,WT,initTime,endTime,gender,age,comments,understood,totalLength,strategy,strategy_other,expt,cond,targetWord,targetNum,responseSide,responseNumber,responseWord,otherNumber,otherWord,missed,syntax,count,duplicate,failedGame,nonsenseGame,failedOutlier,distracted,distractedGame,manualExclude,incomplete,generalized,prim,add,mult,exp,feature_sum,maxrule,lexicon,gloss,targ_gloss,numSyls,normedWT,CT,freq,elapsedTime,delay,addcount,multcount,rulecount,ppd,dpp
6328,7827,6255cc2b1ba2e32bb7d00605,repair1,quiz,False,101.0,,,,101.0,62338cbc1d10cf97e4bf7d32,6255cb75f218b2ac9cf425d1,$0.74,74.0,26.0,6.0,6.0,3.0,si-tu,situ,1.0,0.0,{},1649789993116.0,1649789993116.0,2052.0,2052.0,1.076,0.976,1649789876909.0,1649789995168.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ho': 1.0, 'si': 2.0, 'tu': 3.0, 'ka': 9.0}",2-3,2-3,2.0,0.244,1.32,1,118259.0,6.0,7.0,7.0,7.0,0.16666666666666666,3.0
6331,7833,6255cc311ba2e32bb7d00610,repair1,quiz,False,100.0,,,,100.0,62338cbc1d10cf97e4bf7d32,6255cb20fd9b2fbd6ba04ee9,$0.55,55.0,19.0,5.0,5.0,3.0,tu-so,tuso,1.0,0.0,{},1649789995754.0,1649789995754.0,4565.0,4565.0,2.396,2.169,1649789843757.0,1649790000319.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 1.0, 'so': 2.0, 'tu': 3.0, 'na': 9.0}",3-2,3-2,2.0,0.54225,2.93825,1,156562.0,5.0,5.0,5.0,5.0,0.2,2.5
6332,7834,6255cc321ba2e32bb7d00612,repair1,quiz,True,98.0,,,,98.0,62338cbc1d10cf97e4bf7d32,6255ca1b648329809bfe73a4,$1.72,172.0,59.0,5.0,5.0,3.0,si-na,sina,1.0,0.0,{},1649790000533.0,1649790000533.0,2106.0,2106.0,0.665,1.441,1649789603402.0,1649790002639.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ku': 1.0, 'na': 2.0, 'si': 3.0, 'he': 9.0}",3-2,3-2,2.0,0.36025,1.02525,6,399237.0,10.0,23.0,23.0,23.0,0.6,1.4285714285714286
6334,7837,6255cc361ba2e32bb7d00616,repair1,quiz,False,99.0,,,,99.0,62338cbc1d10cf97e4bf7d32,6255cad5e133edb0c6fb5174,$0.57,57.0,19.0,5.0,5.0,3.0,hu-to,huto,1.0,0.0,{},1649789997505.0,1649789997505.0,9161.0,9161.0,3.336,5.825,1649789747147.0,1649790006666.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 1.0, 'to': 2.0, 'hu': 3.0, 'na': 9.0}",3-2,3-2,2.0,1.45625,4.79225,1,259519.0,5.0,5.0,5.0,5.0,0.2,2.5
6335,7838,6255cc381ba2e32bb7d00617,repair1,quiz,True,98.0,,,,98.0,62338cbc1d10cf97e4bf7d32,6255ca1b648329809bfe73a4,$1.75,175.0,60.0,6.0,6.0,3.0,na-si,nasi,1.0,0.0,{},1649790003643.0,1649790003643.0,4371.0,4371.0,0.883,3.488,1649789603402.0,1649790008014.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ku': 1.0, 'na': 2.0, 'si': 3.0, 'he': 9.0}",2-3,2-3,2.0,0.872,1.755,5,404612.0,10.0,23.0,23.0,23.0,0.5,1.6666666666666667
6342,7846,6255cc3f1ba2e32bb7d00622,repair1,quiz,False,100.0,,,,100.0,62338cbc1d10cf97e4bf7d32,6255cb20fd9b2fbd6ba04ee9,$0.58,58.0,20.0,6.0,6.0,3.0,so-tu,sotu,1.0,0.0,{},1649790010346.0,1649790010346.0,4317.0,4317.0,2.38,1.937,1649789843757.0,1649790014663.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ke': 1.0, 'so': 2.0, 'tu': 3.0, 'na': 9.0}",2-3,2-3,2.0,0.48425,2.86425,0,170906.0,,5.0,5.0,5.0,,
6348,7853,6255cc451ba2e32bb7d0062c,repair1,quiz,False,101.0,,,,101.0,62338cbc1d10cf97e4bf7d32,6255cb75f218b2ac9cf425d1,$0.91,91.0,32.0,5.0,5.0,3.0,tu-si,tusi,1.0,0.0,{},1649790019662.0,1649790019662.0,1707.0,1707.0,0.578,1.129,1649789876909.0,1649790021369.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho': 1.0, 'si': 2.0, 'tu': 3.0, 'ka': 9.0}",3-2,3-2,2.0,0.28225,0.86025,3,144460.0,7.0,10.0,10.0,10.0,0.42857142857142855,1.75
6349,7855,6255cc471ba2e32bb7d0062f,repair1,quiz,False,101.0,,,,101.0,62338cbc1d10cf97e4bf7d32,6255cb75f218b2ac9cf425d1,$0.94,94.0,33.0,6.0,6.0,3.0,si-tu,situ,1.0,0.0,{},1649790022376.0,1649790022376.0,1168.0,1168.0,0.288,0.88,1649789876909.0,1649790023544.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ho': 1.0, 'si': 2.0, 'tu': 3.0, 'ka': 9.0}",2-3,2-3,2.0,0.22,0.508,2,146635.0,7.0,10.0,10.0,10.0,0.2857142857142857,2.3333333333333335
6356,7863,6255cc541ba2e32bb7d00641,repair1,quiz,False,99.0,,,,99.0,62338cbc1d10cf97e4bf7d32,6255cad5e133edb0c6fb5174,$0.6,60.0,20.0,6.0,6.0,3.0,to-hu,tohu,1.0,0.0,{},1649790030384.0,1649790030384.0,6214.0,6214.0,2.44,3.774,1649789747147.0,1649790036598.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ke': 1.0, 'to': 2.0, 'hu': 3.0, 'na': 9.0}",2-3,2-3,2.0,0.9435,3.3835,0,289451.0,,5.0,5.0,5.0,,
6360,7869,6255cc5a1ba2e32bb7d00648,repair1,quiz,False,100.0,,,,100.0,62338cbc1d10cf97e4bf7d32,6255cb20fd9b2fbd6ba04ee9,$0.73,73.0,25.0,5.0,5.0,3.0,tu-so,tuso,1.0,0.0,{},1649790037026.0,1649790037026.0,4493.0,4493.0,2.476,2.017,1649789843757.0,1649790041519.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 1.0, 'so': 2.0, 'tu': 3.0, 'na': 9.0}",3-2,3-2,2.0,0.50425,2.98025,2,197762.0,6.0,7.0,7.0,7.0,0.3333333333333333,2.0
6370,7882,6255cc641ba2e32bb7d00657,repair1,quiz,False,101.0,,,,101.0,62338cbc1d10cf97e4bf7d32,6255cb75f218b2ac9cf425d1,$1.14,114.0,40.0,5.0,5.0,3.0,tu-si,tusi,1.0,0.0,{},1649790051523.0,1649790051523.0,997.0,997.0,0.301,0.696,1649789876909.0,1649790052520.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho': 1.0, 'si': 2.0, 'tu': 3.0, 'ka': 9.0}",3-2,3-2,2.0,0.174,0.475,4,175611.0,8.0,14.0,14.0,14.0,0.5,1.6
6372,7885,6255cc681ba2e32bb7d0065c,repair1,quiz,False,101.0,,,,101.0,62338cbc1d10cf97e4bf7d32,6255cb75f218b2ac9cf425d1,$1.17,117.0,41.0,6.0,6.0,3.0,si-tu,situ,1.0,0.0,{},1649790053524.0,1649790053524.0,2853.0,2853.0,0.628,2.225,1649789876909.0,1649790056377.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ho': 1.0, 'si': 2.0, 'tu': 3.0, 'ka': 9.0}",2-3,2-3,2.0,0.55625,1.18425,3,179468.0,8.0,14.0,14.0,14.0,0.375,2.0
6373,7887,6255cc681ba2e32bb7d0065e,repair1,quiz,False,100.0,,,,100.0,62338cbc1d10cf97e4bf7d32,6255cb20fd9b2fbd6ba04ee9,$0.76,76.0,26.0,6.0,6.0,3.0,so-tu,sotu,1.0,0.0,{},1649790042522.0,1649790042522.0,13173.0,13173.0,3.665,,1649789843757.0,1649790055695.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ke': 1.0, 'so': 2.0, 'tu': 3.0, 'na': 9.0}",2-3,2-3,2.0,,,1,211938.0,6.0,7.0,7.0,7.0,0.16666666666666666,3.0
6388,7907,6255cc7a1ba2e32bb7d0067a,repair1,quiz,False,99.0,,,,99.0,62338cbc1d10cf97e4bf7d32,6255cad5e133edb0c6fb5174,$0.75,75.0,25.0,5.0,5.0,3.0,hu-to,huto,1.0,0.0,{},1649790067093.0,1649790067093.0,7237.0,7237.0,4.479,2.758,1649789747147.0,1649790074330.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 1.0, 'to': 2.0, 'hu': 3.0, 'na': 9.0}",3-2,3-2,2.0,0.6895,5.1685,2,327183.0,6.0,7.0,7.0,7.0,0.3333333333333333,2.0
6403,7924,6255cc851ba2e32bb7d0068f,repair1,quiz,False,101.0,,,,101.0,62338cbc1d10cf97e4bf7d32,6255cb75f218b2ac9cf425d1,$1.4,140.0,49.0,5.0,5.0,3.0,tu-si,tusi,1.0,0.0,{},1649790081604.0,1649790081604.0,3564.0,3564.0,0.493,3.071,1649789876909.0,1649790085168.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho': 1.0, 'si': 2.0, 'tu': 3.0, 'ka': 9.0}",3-2,3-2,2.0,0.76775,1.26075,5,208259.0,9.0,18.0,18.0,18.0,0.5555555555555556,1.5
6407,7928,6255cc871ba2e32bb7d00693,repair1,quiz,False,101.0,,,,101.0,62338cbc1d10cf97e4bf7d32,6255cb75f218b2ac9cf425d1,$1.43,143.0,50.0,6.0,6.0,3.0,si-tu,situ,1.0,0.0,{},1649790086172.0,1649790086172.0,1368.0,1368.0,0.268,1.1,1649789876909.0,1649790087541.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ho': 1.0, 'si': 2.0, 'tu': 3.0, 'ka': 9.0}",2-3,2-3,2.0,0.275,0.543,4,210632.0,9.0,18.0,18.0,18.0,0.4444444444444444,1.8
6413,7934,6255cc8e1ba2e32bb7d0069c,repair1,quiz,False,99.0,,,,99.0,62338cbc1d10cf97e4bf7d32,6255cad5e133edb0c6fb5174,$0.78,78.0,26.0,6.0,6.0,3.0,to-hu,tohu,1.0,0.0,{},1649790075345.0,1649790075345.0,18947.0,18947.0,2.809,,1649789747147.0,1649790094292.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ke': 1.0, 'to': 2.0, 'hu': 3.0, 'na': 9.0}",2-3,2-3,2.0,,,1,347145.0,6.0,7.0,7.0,7.0,0.16666666666666666,3.0
6416,7941,6255cc941ba2e32bb7d006a4,repair1,quiz,False,102.0,,,,102.0,62338cbc1d10cf97e4bf7d32,6255cb93aff73d313b736812,$0.42,42.0,14.0,5.0,5.0,3.0,so-tu,sotu,1.0,0.0,{},1649790096438.0,1649790096438.0,4979.0,4979.0,2.234,2.745,1649789953384.0,1649790101417.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ki': 1.0, 'tu': 2.0, 'so': 3.0, 'ne': 9.0}",3-2,3-2,2.0,0.68625,2.92025,0,148033.0,,3.0,3.0,3.0,,
6432,7959,6255cca41ba2e32bb7d006bb,repair1,quiz,False,100.0,,,,100.0,62338cbc1d10cf97e4bf7d32,6255cb20fd9b2fbd6ba04ee9,$0.94,94.0,32.0,5.0,5.0,3.0,tu-so,tuso,1.0,0.0,{},1649790099626.0,1649790099626.0,15917.0,15917.0,14.289,1.628,1649789843757.0,1649790115543.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 1.0, 'so': 2.0, 'tu': 3.0, 'na': 9.0}",3-2,3-2,2.0,0.407,14.696,3,271786.0,7.0,10.0,10.0,10.0,0.42857142857142855,1.75
6439,7966,6255cca81ba2e32bb7d006c2,repair1,quiz,False,100.0,,,,100.0,62338cbc1d10cf97e4bf7d32,6255cb20fd9b2fbd6ba04ee9,$0.97,97.0,33.0,6.0,6.0,3.0,so-tu,sotu,1.0,0.0,{},1649790116546.0,1649790116546.0,3269.0,3269.0,2.164,1.105,1649789843757.0,1649790119815.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ke': 1.0, 'so': 2.0, 'tu': 3.0, 'na': 9.0}",2-3,2-3,2.0,0.27625,2.4402500000000003,2,276058.0,7.0,10.0,10.0,10.0,0.2857142857142857,2.3333333333333335
6440,7967,6255ccaa1ba2e32bb7d006c3,repair1,quiz,True,101.0,,,,101.0,62338cbc1d10cf97e4bf7d32,6255cb75f218b2ac9cf425d1,$1.69,169.0,59.0,5.0,5.0,3.0,tu-si,tusi,1.0,0.0,{},1649790120035.0,1649790120035.0,2469.0,2469.0,0.268,2.201,1649789876909.0,1649790122504.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho': 1.0, 'si': 2.0, 'tu': 3.0, 'ka': 9.0}",3-2,3-2,2.0,0.55025,0.81825,6,245595.0,10.0,23.0,23.0,23.0,0.6,1.4285714285714286
6442,7969,6255ccac1ba2e32bb7d006c6,repair1,quiz,True,101.0,,,,101.0,62338cbc1d10cf97e4bf7d32,6255cb75f218b2ac9cf425d1,$1.72,172.0,60.0,6.0,6.0,3.0,si-tu,situ,1.0,0.0,{},1649790123508.0,1649790123508.0,1093.0,1093.0,0.292,0.801,1649789876909.0,1649790124601.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ho': 1.0, 'si': 2.0, 'tu': 3.0, 'ka': 9.0}",2-3,2-3,2.0,0.20025,0.4922499999999999,5,247692.0,10.0,23.0,23.0,23.0,0.5,1.6666666666666667
6447,7977,6255ccb21ba2e32bb7d006cf,repair1,quiz,False,104.0,,,,104.0,62338cbc1d10cf97e4bf7d32,6255ca2cce741ac577c0009e,$0.42,42.0,14.0,5.0,5.0,3.0,hu-si,husi,1.0,0.0,{},1649790128307.0,1649790128307.0,2617.0,2617.0,1.028,1.589,1649790033677.0,1649790130924.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'to': 1.0, 'si': 2.0, 'hu': 3.0, 'na': 9.0}",3-2,3-2,2.0,0.39725,1.42525,0,97247.0,,3.0,3.0,3.0,,
6448,7979,6255ccb31ba2e32bb7d006d2,repair1,quiz,False,103.0,,,,103.0,62338cbc1d10cf97e4bf7d32,6255caf841aa4ded927e4f95,$0.42,42.0,14.0,5.0,5.0,3.0,tu-ko,tuko,1.0,0.0,{},1649790128106.0,1649790128106.0,3805.0,3805.0,1.683,2.122,1649790022585.0,1649790131911.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 1.0, 'ko': 2.0, 'tu': 3.0, 'hi': 9.0}",3-2,3-2,2.0,0.5305,2.2135,0,109326.0,,3.0,3.0,3.0,,
6452,7985,6255ccb81ba2e32bb7d006d9,repair1,quiz,False,102.0,,,,102.0,62338cbc1d10cf97e4bf7d32,6255cb93aff73d313b736812,$0.56,56.0,19.0,5.0,5.0,3.0,so-tu,sotu,1.0,0.0,{},1649790131627.0,1649790131627.0,5669.0,5669.0,2.805,2.864,1649789953384.0,1649790137296.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ki': 1.0, 'tu': 2.0, 'so': 3.0, 'ne': 9.0}",3-2,3-2,2.0,0.716,3.521,1,183912.0,5.0,5.0,5.0,5.0,0.2,2.5
6461,7997,6255ccc51ba2e32bb7d006e9,repair1,quiz,False,104.0,,,,104.0,62338cbc1d10cf97e4bf7d32,6255ca2cce741ac577c0009e,$0.57,57.0,19.0,5.0,5.0,3.0,hu-si,husi,1.0,0.0,{},1649790147470.0,1649790147470.0,1941.0,1941.0,0.313,1.628,1649790033677.0,1649790149411.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'to': 1.0, 'si': 2.0, 'hu': 3.0, 'na': 9.0}",3-2,3-2,2.0,0.407,0.72,1,115734.0,5.0,5.0,5.0,5.0,0.2,2.5
6464,8001,6255ccc91ba2e32bb7d006ef,repair1,quiz,False,102.0,,,,102.0,62338cbc1d10cf97e4bf7d32,6255cb93aff73d313b736812,$0.59,59.0,20.0,6.0,6.0,3.0,tu-so,tuso,1.0,0.0,{},1649790144826.0,1649790144826.0,9531.0,9531.0,6.616,2.915,1649789953384.0,1649790154357.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ki': 1.0, 'tu': 2.0, 'so': 3.0, 'ne': 9.0}",2-3,2-3,2.0,0.72875,7.344749999999999,0,200973.0,,5.0,5.0,5.0,,
6466,8004,6255cccd1ba2e32bb7d006f3,repair1,quiz,False,103.0,,,,103.0,62338cbc1d10cf97e4bf7d32,6255caf841aa4ded927e4f95,$0.54,54.0,19.0,5.0,5.0,3.0,tu-ko,tusa,0.0,0.0,{},1649790151328.0,1649790151328.0,6256.0,6256.0,4.178,2.078,1649790022585.0,1649790157584.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 1.0, 'ko': 2.0, 'tu': 3.0, 'hi': 9.0}",3-1,3-2,2.0,0.5195,4.6975,1,134999.0,5.0,5.0,5.0,5.0,0.2,2.5
6469,8007,6255ccd11ba2e32bb7d006f7,repair1,quiz,False,104.0,,,,104.0,62338cbc1d10cf97e4bf7d32,6255ca2cce741ac577c0009e,$0.6,60.0,20.0,6.0,6.0,3.0,si-hu,sihu,1.0,0.0,{},1649790158568.0,1649790158568.0,2789.0,2789.0,1.128,1.661,1649790033677.0,1649790161357.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'to': 1.0, 'si': 2.0, 'hu': 3.0, 'na': 9.0}",2-3,2-3,2.0,0.41525,1.54325,0,127680.0,,5.0,5.0,5.0,,
6485,8023,6255cce11ba2e32bb7d0070b,repair1,quiz,False,100.0,,,,100.0,62338cbc1d10cf97e4bf7d32,6255cb20fd9b2fbd6ba04ee9,$1.17,117.0,40.0,5.0,5.0,3.0,tu-so,tuso,1.0,0.0,{},1649790173578.0,1649790173578.0,3381.0,3381.0,1.868,1.513,1649789843757.0,1649790176959.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 1.0, 'so': 2.0, 'tu': 3.0, 'na': 9.0}",3-2,3-2,2.0,0.37825,2.24625,4,333202.0,8.0,14.0,14.0,14.0,0.5,1.6
6486,8024,6255cce31ba2e32bb7d0070c,repair1,quiz,False,104.0,,,,104.0,62338cbc1d10cf97e4bf7d32,6255ca2cce741ac577c0009e,$0.75,75.0,25.0,5.0,5.0,3.0,hu-si,husi,1.0,0.0,{},1649790177823.0,1649790177823.0,1872.0,1872.0,0.609,1.263,1649790033677.0,1649790179696.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'to': 1.0, 'si': 2.0, 'hu': 3.0, 'na': 9.0}",3-2,3-2,2.0,0.31575,0.92475,2,146019.0,6.0,7.0,7.0,7.0,0.3333333333333333,2.0
6487,8025,6255cce51ba2e32bb7d0070f,repair1,quiz,False,102.0,,,,102.0,62338cbc1d10cf97e4bf7d32,6255cb93aff73d313b736812,$0.74,74.0,25.0,5.0,5.0,3.0,so-tu,sotu,1.0,0.0,{},1649790175634.0,1649790175634.0,6076.0,6076.0,2.333,3.743,1649789953384.0,1649790181710.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ki': 1.0, 'tu': 2.0, 'so': 3.0, 'ne': 9.0}",3-2,3-2,2.0,0.93575,3.2687500000000003,2,228326.0,6.0,7.0,7.0,7.0,0.3333333333333333,2.0
6488,8026,6255cce51ba2e32bb7d00710,repair1,quiz,False,100.0,,,,100.0,62338cbc1d10cf97e4bf7d32,6255cb20fd9b2fbd6ba04ee9,$1.2,120.0,41.0,6.0,6.0,3.0,so-tu,sotu,1.0,0.0,{},1649790177962.0,1649790177962.0,2893.0,2893.0,1.316,1.577,1649789843757.0,1649790180855.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ke': 1.0, 'so': 2.0, 'tu': 3.0, 'na': 9.0}",2-3,2-3,2.0,0.39425,1.71025,3,337098.0,8.0,14.0,14.0,14.0,0.375,2.0
6490,8028,6255cce61ba2e32bb7d00712,repair1,quiz,False,104.0,,,,104.0,62338cbc1d10cf97e4bf7d32,6255ca2cce741ac577c0009e,$0.75,75.0,26.0,6.0,6.0,3.0,si-hu,siho,0.0,0.0,{},1649790180703.0,1649790180703.0,1631.0,1631.0,0.434,1.197,1649790033677.0,1649790182334.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'to': 1.0, 'si': 2.0, 'hu': 3.0, 'na': 9.0}",2-ho,2-3,2.0,0.29925,0.73325,1,148657.0,6.0,7.0,7.0,7.0,0.16666666666666666,3.0
6493,8033,6255ccec1ba2e32bb7d00717,repair1,quiz,False,102.0,,,,102.0,62338cbc1d10cf97e4bf7d32,6255cb93aff73d313b736812,$0.74,74.0,26.0,6.0,6.0,3.0,tu-so,kiso,0.0,0.0,{},1649790182715.0,1649790182715.0,6145.0,6145.0,3.75,2.395,1649789953384.0,1649790188860.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ki': 1.0, 'tu': 2.0, 'so': 3.0, 'ne': 9.0}",1-3,2-3,2.0,0.59875,4.34875,1,235476.0,6.0,7.0,7.0,7.0,0.16666666666666666,3.0
6495,8039,6255ccf71ba2e32bb7d0071e,repair1,quiz,False,105.0,,,,105.0,62338cbc1d10cf97e4bf7d32,6255cb31e411cdef7247b54e,$0.42,42.0,14.0,5.0,5.0,3.0,to-ha,toha,1.0,0.0,{},1649790195771.0,1649790195771.0,4442.0,4442.0,1.838,2.604,1649790041762.0,1649790200213.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'si': 1.0, 'ha': 2.0, 'to': 3.0, 'ke': 9.0}",3-2,3-2,2.0,0.651,2.489,0,158451.0,,3.0,3.0,3.0,,
6496,8040,6255ccf81ba2e32bb7d0071f,repair1,quiz,False,103.0,,,,103.0,62338cbc1d10cf97e4bf7d32,6255caf841aa4ded927e4f95,$0.59,59.0,20.0,6.0,6.0,3.0,ko-tu,kotu,1.0,0.0,{},1649790195788.0,1649790195788.0,4202.0,4202.0,1.868,2.334,1649790022585.0,1649790199990.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'sa': 1.0, 'ko': 2.0, 'tu': 3.0, 'hi': 9.0}",2-3,2-3,2.0,0.5835,2.4515,0,177405.0,,5.0,5.0,5.0,,
6497,8042,6255ccfa1ba2e32bb7d00721,repair1,quiz,False,99.0,,,,99.0,62338cbc1d10cf97e4bf7d32,6255cad5e133edb0c6fb5174,$0.96,96.0,32.0,5.0,5.0,3.0,hu-to,huto,1.0,0.0,{},1649790194685.0,1649790194685.0,7959.0,7959.0,4.476,3.483,1649789747147.0,1649790202645.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 1.0, 'to': 2.0, 'hu': 3.0, 'na': 9.0}",3-2,3-2,2.0,0.87075,5.34675,3,455498.0,7.0,10.0,10.0,10.0,0.42857142857142855,1.75
6507,8055,6255cd041ba2e32bb7d0072e,repair1,quiz,False,99.0,,,,99.0,62338cbc1d10cf97e4bf7d32,6255cad5e133edb0c6fb5174,$0.99,99.0,33.0,6.0,6.0,3.0,to-hu,tohu,1.0,0.0,{},1649790203652.0,1649790203652.0,8829.0,8829.0,4.205,4.624,1649789747147.0,1649790212481.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ke': 1.0, 'to': 2.0, 'hu': 3.0, 'na': 9.0}",2-3,2-3,2.0,1.156,5.361,2,465334.0,7.0,10.0,10.0,10.0,0.2857142857142857,2.3333333333333335
6515,8063,6255cd0c1ba2e32bb7d00738,repair1,quiz,False,104.0,,,,104.0,62338cbc1d10cf97e4bf7d32,6255ca2cce741ac577c0009e,$0.95,95.0,32.0,5.0,5.0,3.0,hu-si,husi,1.0,0.0,{},1649790218117.0,1649790218117.0,2314.0,2314.0,0.845,1.469,1649790033677.0,1649790220431.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'to': 1.0, 'si': 2.0, 'hu': 3.0, 'na': 9.0}",3-2,3-2,2.0,0.36725,1.21225,3,186754.0,7.0,10.0,10.0,10.0,0.42857142857142855,1.75
