,Unnamed: 0,_id,iterationName,phase,finalCount,GID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trial,sectionTrial,num,base,targ,resp,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,WT,initTime,endTime,gender,age,comments,understood,totalLength,strategy,strategy_other,expt,cond,targetWord,targetNum,responseSide,responseNumber,responseWord,otherNumber,otherWord,missed,syntax,count,duplicate,failedGame,nonsenseGame,failedOutlier,distracted,distractedGame,manualExclude,incomplete,generalized,prim,add,mult,exp,feature_sum,maxrule,lexicon,gloss,targ_gloss,numSyls,normedWT,CT,freq,elapsedTime,delay,ppd,dpp
3899,25078,63cf006b3fc7181327daa9a2,run1,quiz,True,264.0,,,,264.0,63cc988c2a276a3b63c222e6,63cefeb3b7fd4a02bd4c7809,$1.83,1.83,61.0,6.0,7.0,5.0,te-ka,teka,1.0,0.0,{},1674510441019.0,1674510441019.0,1984.0,1984.0,0.632,1.352,1674510167845.0,1674510443003.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'so': 1.0, 'ka': 2.0, 'hi': 3.0, 'nu': 4.0, 'te': 5.0}",5-2,5-2,2.0,0.338,0.97,3,275158.0,9.0,0.3333333333333333,2.25
3911,25094,63cf00773fc7181327daa9b7,run1,quiz,True,264.0,,,,264.0,63cc988c2a276a3b63c222e6,63cefeb3b7fd4a02bd4c7809,$1.92,1.92,64.0,0.0,10.0,5.0,ka-te,kate,1.0,0.0,{},1674510452350.0,1674510452350.0,2973.0,2973.0,1.029,1.944,1674510167845.0,1674510455323.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'so': 1.0, 'ka': 2.0, 'hi': 3.0, 'nu': 4.0, 'te': 5.0}",2-5,2-5,2.0,0.486,1.515,0,287478.0,,,
3923,25108,63cf00843fc7181327daa9c6,run1,quiz,True,262.0,,,,262.0,63cc988c2a276a3b63c222e6,63cefeb6abd1abdbdc0cf00f,$1.73,1.73,61.0,6.0,7.0,5.0,si-na,sino ,0.0,0.0,{},1674510464473.0,1674510464473.0,3762.0,3762.0,0.864,2.898,1674510120055.0,1674510468235.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'to': 1.0, 'na': 2.0, 'ke': 3.0, 'hu': 4.0, 'si': 5.0}",5-no ,5-2,2.0,0.5796,1.4436,3,348180.0,9.0,0.3333333333333333,2.25
3933,25126,63cf009a3fc7181327daa9d8,run1,quiz,False,265.0,,,,265.0,63cc988c2a276a3b63c222e6,63cefeb4deb591796597e688,$1.53,1.53,51.0,6.0,7.0,5.0,ha-ti,hati,1.0,0.0,{},1674510487319.0,1674510487319.0,3618.0,3618.0,1.838,1.78,1674510181828.0,1674510490937.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 1.0, 'ti': 2.0, 'no': 3.0, 'ku': 4.0, 'ha': 5.0}",5-2,5-2,2.0,0.445,2.283,2,309109.0,8.0,0.25,2.6666666666666665
3943,25137,63cf00ab3fc7181327daa9e3,run1,quiz,True,262.0,,,,262.0,63cc988c2a276a3b63c222e6,63cefeb6abd1abdbdc0cf00f,$1.81,1.81,64.0,9.0,10.0,5.0,na-si,sihu,0.0,0.0,{},1674510496226.0,1674510496226.0,10779.0,10779.0,0.838,9.941,1674510120055.0,1674510507005.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'to': 1.0, 'na': 2.0, 'ke': 3.0, 'hu': 4.0, 'si': 5.0}",5-4,2-5,2.0,2.48525,3.3232500000000003,0,386950.0,,,
3960,25163,63cf00c73fc7181327daa9fd,run1,quiz,False,263.0,,,,263.0,63cc988c2a276a3b63c222e6,63cefeb5eab90219f3f67475,$0.96,0.96,34.0,6.0,7.0,5.0,sa-he,sahe,1.0,0.0,{},1674510525587.0,1674510525587.0,9577.0,9577.0,3.555,6.022,1674510136092.0,1674510535164.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'he': 2.0, 'to': 3.0, 'ku': 4.0, 'sa': 5.0}",5-2,5-2,2.0,1.5055,5.0605,0,399072.0,,,
3967,25171,63cf00d13fc7181327daaa05,run1,quiz,True,265.0,,,,265.0,63cc988c2a276a3b63c222e6,63cefeb4deb591796597e688,$1.83,1.83,61.0,6.0,7.0,5.0,ha-ti,hati,1.0,0.0,{},1674510542870.0,1674510542870.0,2868.0,2868.0,0.957,1.911,1674510181828.0,1674510545738.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 1.0, 'ti': 2.0, 'no': 3.0, 'ku': 4.0, 'ha': 5.0}",5-2,5-2,2.0,0.47775,1.43475,3,363910.0,9.0,0.3333333333333333,2.25
3975,25184,63cf00e23fc7181327daaa12,run1,quiz,False,266.0,,,,266.0,63cc988c2a276a3b63c222e6,63cefeb3bae5b554995d8de9,$1.28,1.28,43.0,5.0,7.0,5.0,so-ki,soki,1.0,0.0,{},1674510557295.0,1674510557295.0,3321.0,3321.0,2.321,1.0,1674510222388.0,1674510560616.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'so': 5.0, 'he': 4.0, 'nu': 1.0, 'ta': 3.0, 'ki': 2.0}",5-2,5-2,2.0,0.25,2.571,1,338228.0,25.0,0.04,12.5
3983,25194,63cf00ed3fc7181327daaa1c,run1,quiz,False,266.0,,,,266.0,63cc988c2a276a3b63c222e6,63cefeb3bae5b554995d8de9,$1.37,1.37,46.0,8.0,7.0,5.0,so-ki,soki,1.0,0.0,{},1674510568615.0,1674510568615.0,3033.0,3033.0,1.498,1.535,1674510222388.0,1674510571648.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'so': 5.0, 'he': 4.0, 'nu': 1.0, 'ta': 3.0, 'ki': 2.0}",5-2,5-2,2.0,0.38375,1.88175,2,349260.0,3.0,0.6666666666666666,1.0
3988,25201,63cf00f33fc7181327daaa23,run1,quiz,False,266.0,,,,266.0,63cc988c2a276a3b63c222e6,63cefeb3bae5b554995d8de9,$1.43,1.43,48.0,1.0,7.0,5.0,so-ki,soki,1.0,0.0,{},1674510575640.0,1674510575640.0,2516.0,2516.0,1.457,1.059,1674510222388.0,1674510578156.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'so': 5.0, 'he': 4.0, 'nu': 1.0, 'ta': 3.0, 'ki': 2.0}",5-2,5-2,2.0,0.26475,1.72175,3,355768.0,2.0,1.5,0.5
3990,25203,63cf00f53fc7181327daaa25,run1,quiz,False,267.0,,,,267.0,63cc988c2a276a3b63c222e6,63cefeb25e9f0295fd66bac9,$1.02,1.02,34.0,6.0,7.0,5.0,ti,ti,1.0,0.0,{},1674510577764.0,1674510577764.0,3479.0,3479.0,1.698,1.781,1674510267635.0,1674510581243.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ti-so': 1.0, 'so-hu': 2.0, 'so-ka': 3.0, 'so-ne': 4.0, 'so': 5.0, 'so-ti': 6.0, 'ti': 7.0, 'hu': 8.0, 'ne': 9.0, 'ka': 10.0}",7,7,1.0,0.8905,2.5885,0,313608.0,,,
3995,25209,63cf00fd3fc7181327daaa2b,run1,quiz,False,263.0,,,,263.0,63cc988c2a276a3b63c222e6,63cefeb5eab90219f3f67475,$1.17,1.17,42.0,6.0,7.0,5.0,sa-he,sahe,1.0,0.0,{},1674510585122.0,1674510585122.0,4299.0,4299.0,2.636,1.663,1674510136092.0,1674510589421.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'he': 2.0, 'to': 3.0, 'ku': 4.0, 'sa': 5.0}",5-2,5-2,2.0,0.41575,3.05175,1,453329.0,7.0,0.14285714285714285,3.5
4007,25224,63cf010a3fc7181327daaa3a,run1,quiz,True,265.0,,,,265.0,63cc988c2a276a3b63c222e6,63cefeb4deb591796597e688,$1.86,1.86,64.0,9.0,10.0,5.0,ti-ha,hatis,0.0,0.0,{},1674510596615.0,1674510596615.0,6095.0,6095.0,4.31,1.785,1674510181828.0,1674510602710.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'se': 1.0, 'ti': 2.0, 'no': 3.0, 'ku': 4.0, 'ha': 5.0}",5-2-s,2-5,2.0,0.357,4.667,0,420882.0,,,
4014,25232,63cf01183fc7181327daaa43,run1,quiz,True,266.0,,,,266.0,63cc988c2a276a3b63c222e6,63cefeb3bae5b554995d8de9,$1.7,1.7,57.0,0.0,10.0,5.0,ki-so,kiso,1.0,0.0,{},1674510611888.0,1674510611888.0,3039.0,3039.0,1.897,1.142,1674510222388.0,1674510614927.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'so': 5.0, 'he': 4.0, 'nu': 1.0, 'ta': 3.0, 'ki': 2.0}",2-5,2-5,2.0,0.2855,2.1825,0,392539.0,,,
4025,25249,63cf01273fc7181327daaa56,run1,quiz,False,267.0,,,,267.0,63cc988c2a276a3b63c222e6,63cefeb25e9f0295fd66bac9,$1.26,1.26,42.0,6.0,7.0,5.0,ti,ti,1.0,0.0,{},1674510627525.0,1674510627525.0,3824.0,3824.0,2.275,1.549,1674510267635.0,1674510631349.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ti-so': 1.0, 'so-hu': 2.0, 'so-ka': 3.0, 'so-ne': 4.0, 'so': 5.0, 'so-ti': 6.0, 'ti': 7.0, 'hu': 8.0, 'ne': 9.0, 'ka': 10.0}",7,7,1.0,0.7745,3.0495,1,363714.0,7.0,0.14285714285714285,3.5
4033,25262,63cf01303fc7181327daaa66,run1,quiz,False,268.0,,,,268.0,63cc988c2a276a3b63c222e6,63cefeb11c1fe32200c80280,$0.92,0.92,31.0,0.0,7.0,5.0,to-hi,tohi,1.0,0.0,{},1674510637305.0,1674510637305.0,2442.0,2442.0,0.921,1.521,1674510303690.0,1674510639747.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 4.0, 'ke': 1.0, 'hi': 2.0, 'nu': 3.0, 'to': 5.0}",5-2,5-2,2.0,0.38025,1.30125,0,336057.0,,,
4042,25283,63cf01423fc7181327daaa7f,run1,quiz,False,268.0,,,,268.0,63cc988c2a276a3b63c222e6,63cefeb11c1fe32200c80280,$1.04,1.04,35.0,4.0,7.0,5.0,to-hi,tohi,1.0,0.0,{},1674510651456.0,1674510651456.0,6067.0,6067.0,1.874,4.193,1674510303690.0,1674510657523.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 4.0, 'ke': 1.0, 'hi': 2.0, 'nu': 3.0, 'to': 5.0}",5-2,5-2,2.0,1.04825,2.92225,1,353833.0,3.0,0.3333333333333333,1.5
4047,25295,63cf014c3fc7181327daaa8d,run1,quiz,False,263.0,,,,263.0,63cc988c2a276a3b63c222e6,63cefeb5eab90219f3f67475,$1.41,1.41,51.0,6.0,7.0,5.0,sa-he,sahe,1.0,0.0,{},1674510665193.0,1674510665193.0,2949.0,2949.0,1.451,1.498,1674510136092.0,1674510668142.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'he': 2.0, 'to': 3.0, 'ku': 4.0, 'sa': 5.0}",5-2,5-2,2.0,0.3745,1.8255,2,532050.0,8.0,0.25,2.6666666666666665
4058,25315,63cf015b3fc7181327daaaa5,run1,quiz,False,267.0,,,,267.0,63cc988c2a276a3b63c222e6,63cefeb25e9f0295fd66bac9,$1.53,1.53,51.0,6.0,7.0,5.0,ti,ti,1.0,0.0,{},1674510678491.0,1674510678491.0,4739.0,4739.0,2.254,2.485,1674510267635.0,1674510683230.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ti-so': 1.0, 'so-hu': 2.0, 'so-ka': 3.0, 'so-ne': 4.0, 'so': 5.0, 'so-ti': 6.0, 'ti': 7.0, 'hu': 8.0, 'ne': 9.0, 'ka': 10.0}",7,7,1.0,1.2425,3.4965,2,415595.0,8.0,0.25,2.6666666666666665
4059,25316,63cf015c3fc7181327daaaa6,run1,quiz,False,268.0,,,,268.0,63cc988c2a276a3b63c222e6,63cefeb11c1fe32200c80280,$1.25,1.25,42.0,3.0,7.0,5.0,to-hi,tohi,1.0,0.0,{},1674510680621.0,1674510680621.0,3158.0,3158.0,1.398,1.76,1674510303690.0,1674510683779.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 4.0, 'ke': 1.0, 'hi': 2.0, 'nu': 3.0, 'to': 5.0}",5-2,5-2,2.0,0.44,1.838,2,380089.0,7.0,0.2857142857142857,2.3333333333333335
4088,25388,63cf01933fc7181327daab00,run1,quiz,True,268.0,,,,268.0,63cc988c2a276a3b63c222e6,63cefeb11c1fe32200c80280,$1.72,1.72,58.0,0.0,7.0,5.0,to-hi,tohi,1.0,0.0,{},1674510736614.0,1674510736614.0,2102.0,2102.0,1.348,0.754,1674510303690.0,1674510738716.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 4.0, 'ke': 1.0, 'hi': 2.0, 'nu': 3.0, 'to': 5.0}",5-2,5-2,2.0,0.1885,1.5365000000000002,3,435026.0,13.0,0.23076923076923078,3.25
4091,25391,63cf01983fc7181327daab04,run1,quiz,True,267.0,,,,267.0,63cc988c2a276a3b63c222e6,63cefeb25e9f0295fd66bac9,$1.83,1.83,61.0,6.0,7.0,5.0,ti,ti,1.0,0.0,{},1674510738667.0,1674510738667.0,5560.0,5560.0,3.895,1.665,1674510267635.0,1674510744227.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ti-so': 1.0, 'so-hu': 2.0, 'so-ka': 3.0, 'so-ne': 4.0, 'so': 5.0, 'so-ti': 6.0, 'ti': 7.0, 'hu': 8.0, 'ne': 9.0, 'ka': 10.0}",7,7,1.0,0.8325,4.7275,3,476592.0,9.0,0.3333333333333333,2.25
4093,25394,63cf019e3fc7181327daab0a,run1,quiz,True,263.0,,,,263.0,63cc988c2a276a3b63c222e6,63cefeb5eab90219f3f67475,$1.65,1.65,61.0,6.0,7.0,5.0,sa-he,sahe,1.0,0.0,{},1674510743354.0,1674510743354.0,6594.0,6594.0,3.275,3.319,1674510136092.0,1674510749948.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'he': 2.0, 'to': 3.0, 'ku': 4.0, 'sa': 5.0}",5-2,5-2,2.0,0.82975,4.10475,3,613856.0,9.0,0.3333333333333333,2.25
4098,25399,63cf01a73fc7181327daab12,run1,quiz,True,267.0,,,,267.0,63cc988c2a276a3b63c222e6,63cefeb25e9f0295fd66bac9,$1.92,1.92,64.0,0.0,10.0,5.0,ka,ka,1.0,0.0,{},1674510754611.0,1674510754611.0,3685.0,3685.0,1.683,2.002,1674510267635.0,1674510758296.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ti-so': 1.0, 'so-hu': 2.0, 'so-ka': 3.0, 'so-ne': 4.0, 'so': 5.0, 'so-ti': 6.0, 'ti': 7.0, 'hu': 8.0, 'ne': 9.0, 'ka': 10.0}",10,10,1.0,1.001,2.684,0,490661.0,,,
4099,25401,63cf01aa3fc7181327daab15,run1,quiz,True,268.0,,,,268.0,63cc988c2a276a3b63c222e6,63cefeb11c1fe32200c80280,$1.84,1.84,62.0,4.0,10.0,5.0,hi-to,hito,1.0,0.0,{},1674510754591.0,1674510754591.0,7675.0,7675.0,1.451,6.224,1674510303690.0,1674510762266.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'sa': 4.0, 'ke': 1.0, 'hi': 2.0, 'nu': 3.0, 'to': 5.0}",2-5,2-5,2.0,1.556,3.007,0,458576.0,,,
4103,25408,63cf01c63fc7181327daab27,run1,quiz,True,263.0,,,,263.0,63cc988c2a276a3b63c222e6,63cefeb5eab90219f3f67475,$1.7,1.7,64.0,0.0,10.0,5.0,he-sa,hesa,1.0,0.0,{},1674510786170.0,1674510786170.0,4166.0,4166.0,2.949,1.217,1674510136092.0,1674510790336.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ni': 1.0, 'he': 2.0, 'to': 3.0, 'ku': 4.0, 'sa': 5.0}",2-5,2-5,2.0,0.30425,3.25325,0,654244.0,,,
4121,25769,63cf09d03fc7181327daad99,run1,quiz,False,269.0,,,,269.0,63cc988c2a276a3b63c222e6,63cf09130fbad06302c80273,$0.59,0.59,22.0,2.0,7.0,5.0,ki-ne,kisa,0.0,0.0,{},1674512846653.0,1674512846653.0,932.0,932.0,0.459,0.473,1674512741901.0,1674512847585.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hu': 1.0, 'to': 3.0, 'sa': 4.0, 'ne': 2.0, 'ki': 5.0}",5-4,5-2,2.0,0.11825,0.57725,0,105684.0,,,
4132,25784,63cf09ec3fc7181327daadad,run1,quiz,False,269.0,,,,269.0,63cc988c2a276a3b63c222e6,63cf09130fbad06302c80273,$0.82,0.82,30.0,4.0,7.0,5.0,ki-ne,kisa,0.0,0.0,{},1674512871676.0,1674512871676.0,3284.0,3284.0,1.244,2.04,1674512741901.0,1674512874960.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hu': 1.0, 'to': 3.0, 'sa': 4.0, 'ne': 2.0, 'ki': 5.0}",5-4,5-2,2.0,0.51,1.754,1,133059.0,6.0,0.16666666666666666,3.0
4135,25790,63cf09f33fc7181327daadb4,run1,quiz,False,269.0,,,,269.0,63cc988c2a276a3b63c222e6,63cf09130fbad06302c80273,$0.87,0.87,32.0,6.0,10.0,5.0,ne-ki,kisa,0.0,0.0,{},1674512880373.0,1674512880373.0,2011.0,2011.0,1.323,0.688,1674512741901.0,1674512882384.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'hu': 1.0, 'to': 3.0, 'sa': 4.0, 'ne': 2.0, 'ki': 5.0}",5-4,2-5,2.0,0.172,1.495,0,140483.0,,,
4173,25846,63cf0a423fc7181327daae03,run1,quiz,False,269.0,,,,269.0,63cc988c2a276a3b63c222e6,63cf09130fbad06302c80273,$1.46,1.46,55.0,5.0,7.0,5.0,ki-ne,kisa,0.0,0.0,{},1674512959253.0,1674512959253.0,1994.0,1994.0,1.57,0.424,1674512741901.0,1674512961247.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hu': 1.0, 'to': 3.0, 'sa': 4.0, 'ne': 2.0, 'ki': 5.0}",5-4,5-2,2.0,0.106,1.6760000000000002,2,219346.0,21.0,0.09523809523809523,7.0
4182,25862,63cf0a513fc7181327daae19,run1,quiz,False,269.0,,,,269.0,63cc988c2a276a3b63c222e6,63cf09130fbad06302c80273,$1.6,1.6,59.0,-1.0,7.0,5.0,ki-ne,kine,1.0,0.0,{},1674512973661.0,1674512973661.0,2802.0,2802.0,1.09,1.712,1674512741901.0,1674512976463.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hu': 1.0, 'to': 3.0, 'sa': 4.0, 'ne': 2.0, 'ki': 5.0}",5-2,5-2,2.0,0.428,1.518,3,234562.0,4.0,0.75,1.0
4199,25887,63cf0a783fc7181327daae41,run1,quiz,False,270.0,,,,270.0,63cc988c2a276a3b63c222e6,63cf09154d8b7dac1a41f6b6,$1,1.0,34.0,6.0,7.0,5.0,nu-so,nuso,1.0,0.0,{},1674513011807.0,1674513011807.0,4611.0,4611.0,1.917,2.694,1674512741610.0,1674513016419.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 1.0, 'so': 2.0, 'ha': 3.0, 'ki': 4.0, 'nu': 5.0}",5-2,5-2,2.0,0.6735,2.5905,0,274809.0,,,
4219,25933,63cf0aa83fc7181327daae83,run1,quiz,False,270.0,,,,270.0,63cc988c2a276a3b63c222e6,63cf09154d8b7dac1a41f6b6,$1.21,1.21,42.0,6.0,7.0,5.0,nu-so,nuha,0.0,0.0,{},1674513060954.0,1674513060954.0,3486.0,3486.0,1.1,2.386,1674512741610.0,1674513064440.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 1.0, 'so': 2.0, 'ha': 3.0, 'ki': 4.0, 'nu': 5.0}",5-3,5-2,2.0,0.5965,1.6965,1,322830.0,7.0,0.14285714285714285,3.5
4266,26039,63cf0aec3fc7181327daaefd,run1,quiz,False,274.0,,,,274.0,63cc988c2a276a3b63c222e6,63cf0915bdacc72b9576bc27,$0.38,0.38,17.0,4.0,7.0,5.0,ha-te,tesi,0.0,0.0,{},1674513127807.0,1674513127807.0,4548.0,4548.0,3.971,0.577,1674513029252.0,1674513132355.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 2.0, 'so': 4.0, 'ki': 3.0, 'ha': 5.0, 'nu': 1.0}",2-si,5-2,2.0,0.14425,4.11525,0,103103.0,,,
4270,26049,63cf0af13fc7181327daaf07,run1,quiz,False,272.0,,,,272.0,63cc988c2a276a3b63c222e6,63cf09131c0b835e7541f6e7,$1.02,1.02,34.0,6.0,7.0,5.0,ne-hi,nehi,1.0,0.0,{},1674513133497.0,1674513133497.0,3400.0,3400.0,0.976,2.424,1674512865978.0,1674513136897.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ne': 1.0, 'ne-tu': 2.0, 'tu': 3.0, 'tu-ne': 4.0, 'ne-so': 5.0, 'hi': 6.0, 'ne-hi': 7.0, 'ne-ka': 8.0, 'so': 9.0, 'ka': 10.0}",7,1-6,2.0,0.606,1.582,0,270919.0,,,
4278,26066,63cf0afb3fc7181327daaf18,run1,quiz,False,270.0,,,,270.0,63cc988c2a276a3b63c222e6,63cf09154d8b7dac1a41f6b6,$1.46,1.46,51.0,6.0,7.0,5.0,nu-so,nuha,0.0,0.0,{},1674513140704.0,1674513140704.0,6650.0,6650.0,1.136,5.514,1674512741610.0,1674513147354.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 1.0, 'so': 2.0, 'ha': 3.0, 'ki': 4.0, 'nu': 5.0}",5-3,5-2,2.0,1.3785,2.5145,2,405744.0,8.0,0.25,2.6666666666666665
4288,26098,63cf0b0b3fc7181327daaf3a,run1,quiz,False,275.0,,,,275.0,63cc988c2a276a3b63c222e6,63cf0990b1585efafab478c8,$0.65,0.65,22.0,3.0,7.0,5.0,sa-ki,saki,1.0,0.0,{},1674513157503.0,1674513157503.0,5561.0,5561.0,4.207,1.354,1674513034343.0,1674513163064.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'no': 1.0, 'sa': 5.0, 'tu': 4.0, 'he': 3.0, 'ki': 2.0}",5-2,5-2,2.0,0.3385,4.5455,0,128721.0,,,
4294,26111,63cf0b133fc7181327daaf49,run1,quiz,False,271.0,,,,271.0,63cc988c2a276a3b63c222e6,63cf09138541af91e70cf6f3,$0.66,0.66,22.0,0.0,7.0,5.0,ha-no,hano,1.0,0.0,{},1674513157699.0,1674513157699.0,14779.0,14779.0,2.062,,1674512812512.0,1674513172478.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'no': 2.0, 'tu': 1.0, 'se': 4.0, 'ki': 3.0, 'ha': 5.0}",5-2,5-2,2.0,,,0,359966.0,,,
4304,26126,63cf0b1f3fc7181327daaf5a,run1,quiz,False,271.0,,,,271.0,63cc988c2a276a3b63c222e6,63cf09138541af91e70cf6f3,$0.72,0.72,24.0,2.0,7.0,5.0,ha-no,hano,1.0,0.0,{},1674513178943.0,1674513178943.0,4930.0,4930.0,2.197,2.733,1674512812512.0,1674513183873.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'no': 2.0, 'tu': 1.0, 'se': 4.0, 'ki': 3.0, 'ha': 5.0}",5-2,5-2,2.0,0.68325,2.88025,1,371361.0,2.0,0.5,1.0
4305,26128,63cf0b203fc7181327daaf5c,run1,quiz,False,274.0,,,,274.0,63cc988c2a276a3b63c222e6,63cf0915bdacc72b9576bc27,$0.65,0.65,27.0,3.0,7.0,5.0,ha-te,hanu,0.0,0.0,{},1674513181855.0,1674513181855.0,2747.0,2747.0,2.267,0.48,1674513029252.0,1674513184602.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 2.0, 'so': 4.0, 'ki': 3.0, 'ha': 5.0, 'nu': 1.0}",5-1,5-2,2.0,0.12,2.387,1,155350.0,7.0,0.14285714285714285,3.5
