,Unnamed: 0,_id,iterationName,phase,finalCount,GID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trial,sectionTrial,num,base,targ,resp,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,WT,initTime,endTime,gender,age,comments,understood,totalLength,strategy,strategy_other,expt,cond,targetWord,targetNum,responseSide,responseNumber,responseWord,otherNumber,otherWord,missed,syntax,count,duplicate,failedGame,nonsenseGame,failedOutlier,distracted,distractedGame,manualExclude,incomplete,generalized,prim,add,mult,exp,feature_sum,maxrule,lexicon,gloss,targ_gloss,numSyls,normedWT,CT,freq,elapsedTime,delay,ppd,dpp
34,15290,63cd83c358c4334a66b044d3,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.02,1.02,34.0,6.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674412992868.0,1674412992868.0,3018.0,3018.0,0.372,2.646,1674412829191.0,1674412995886.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-2,5-2,2.0,0.6615,1.0335,0,166695.0,,,
45,15311,63cd83e558c4334a66b044f1,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.26,1.26,42.0,6.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413026351.0,1674413026351.0,2707.0,2707.0,0.297,2.41,1674412829191.0,1674413029058.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-2,5-2,2.0,0.6025,0.8995,1,199867.0,7.0,0.14285714285714285,3.5
59,15335,63cd840458c4334a66b04513,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.49,0.49,22.0,0.0,7.0,5.0,ki-hu,hiku,0.0,0.0,{},1674413057815.0,1674413057815.0,2884.0,2884.0,1.559,1.325,1674412833937.0,1674413060699.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",hiku,5-2,2.0,0.33125,1.89025,0,226762.0,,,
60,15336,63cd840658c4334a66b04516,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.53,1.53,51.0,6.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413060152.0,1674413060152.0,2962.0,2962.0,0.88,2.082,1674412829191.0,1674413063114.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-2,5-2,2.0,0.5205,1.4005,2,233923.0,8.0,0.25,2.6666666666666665
66,15344,63cd841058c4334a66b04521,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.49,0.49,23.0,1.0,7.0,5.0,ki-hu,hiku,0.0,0.0,{},1674413069350.0,1674413069350.0,3493.0,3493.0,2.101,1.392,1674412833937.0,1674413072843.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",hiku,5-2,2.0,0.348,2.449,1,238906.0,,,
69,15351,63cd841b58c4334a66b0452b,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.62,0.62,21.0,5.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413076966.0,1674413076966.0,7407.0,7407.0,2.398,5.009,1674412935900.0,1674413084373.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",5-2,5-2,2.0,1.25225,3.65025,0,148473.0,,,
79,15364,63cd842b58c4334a66b0453d,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.83,1.83,61.0,6.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413098423.0,1674413098423.0,1656.0,1656.0,0.32,1.336,1674412829191.0,1674413100079.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-2,5-2,2.0,0.334,0.654,3,270888.0,9.0,0.3333333333333333,2.25
80,15365,63cd842c58c4334a66b0453e,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.73,0.73,25.0,3.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413096823.0,1674413096823.0,3693.0,3693.0,2.629,1.064,1674412935900.0,1674413100516.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",5-2,5-2,2.0,0.266,2.895,1,164616.0,3.0,0.3333333333333333,1.5
86,15372,63cd843458c4334a66b04549,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.92,1.92,64.0,0.0,10.0,5.0,na-hu,nahu,1.0,0.0,{},1674413107575.0,1674413107575.0,1531.0,1531.0,0.314,1.217,1674412829191.0,1674413109106.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",2-5,2-5,2.0,0.30425,0.61825,0,279915.0,,,
87,15375,63cd843a58c4334a66b0454d,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.5,0.5,26.0,4.0,7.0,5.0,ki-hu,hiku,0.0,0.0,{},1674413110869.0,1674413110869.0,4029.0,4029.0,2.658,1.371,1674412833937.0,1674413114898.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",hiku,5-2,2.0,0.34275,3.00075,2,280961.0,3.0,0.6666666666666666,1.0
95,15386,63cd844f58c4334a66b0455f,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.56,0.56,28.0,0.0,7.0,5.0,ki-hu,kihu,1.0,0.0,{},1674413131560.0,1674413131560.0,3742.0,3742.0,2.529,1.213,1674412833937.0,1674413135302.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",5-2,5-2,2.0,0.30325,2.83225,3,301365.0,2.0,1.5,0.5
114,15411,63cd848258c4334a66b0457d,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$1.37,1.37,47.0,1.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413183208.0,1674413183208.0,4149.0,4149.0,1.004,3.145,1674412935900.0,1674413187357.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",5-2,5-2,2.0,0.78625,1.79025,2,251457.0,18.0,0.1111111111111111,6.0
130,15456,63cd84c358c4334a66b045ab,run1,quiz,True,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$1.64,1.64,56.0,0.0,10.0,5.0,na-hu,nahu,1.0,0.0,{},1674413249990.0,1674413249990.0,2183.0,2183.0,1.126,1.057,1674412935900.0,1674413252173.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",2-5,2-5,2.0,0.26425,1.39025,0,316273.0,,,
137,15477,63cd84d858c4334a66b045c0,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.78,0.78,43.0,0.0,10.0,5.0,hu-ki,hikin,0.0,0.0,{},1674413268912.0,1674413268912.0,3586.0,3586.0,1.767,1.819,1674412833937.0,1674413272498.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",hi-5-n,2-5,2.0,0.3638,2.1308,0,438561.0,,,
140,15486,63cd84e458c4334a66b045c9,run1,quiz,True,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$1.88,1.88,64.0,0.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413281981.0,1674413281981.0,3560.0,3560.0,1.743,1.817,1674412935900.0,1674413285541.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",5-2,5-2,2.0,0.45425,2.19725,3,349641.0,15.0,0.2,3.75
171,15685,63cd8bd958c4334a66b047c4,run1,quiz,False,196.0,,,,196.0,63cc988c2a276a3b63c222e6,63cd8a33aec0ccabcf0f9ba9,$0.57,0.57,19.0,2.0,7.0,5.0,to-na,tona,1.0,0.0,{},1674415061025.0,1674415061025.0,6317.0,6317.0,2.919,3.398,1674414847191.0,1674415067342.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'si': 4.0, 'ke': 1.0, 'to': 5.0, 'hu': 3.0, 'na': 2.0}",5-2,5-2,2.0,0.8495,3.7685,0,220151.0,,,
183,15700,63cd8c3958c4334a66b047d3,run1,quiz,False,196.0,,,,196.0,63cc988c2a276a3b63c222e6,63cd8a33aec0ccabcf0f9ba9,$0.95,0.95,32.0,2.0,7.0,5.0,to-na,tona,1.0,0.0,{},1674415157024.0,1674415157024.0,6160.0,6160.0,1.727,4.433,1674414847191.0,1674415163184.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'si': 4.0, 'ke': 1.0, 'to': 5.0, 'hu': 3.0, 'na': 2.0}",5-2,5-2,2.0,1.10825,2.8352500000000003,1,315993.0,12.0,0.08333333333333333,6.0
188,15705,63cd8c5858c4334a66b047d8,run1,quiz,False,196.0,,,,196.0,63cc988c2a276a3b63c222e6,63cd8a33aec0ccabcf0f9ba9,$1.1,1.1,37.0,7.0,10.0,5.0,na-to,nato,1.0,0.0,{},1674415184364.0,1674415184364.0,9976.0,9976.0,7.275,2.701,1674414847191.0,1674415194340.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'si': 4.0, 'ke': 1.0, 'to': 5.0, 'hu': 3.0, 'na': 2.0}",2-5,2-5,2.0,0.67525,7.95025,0,347149.0,,,
204,15721,63cd8cab58c4334a66b047e8,run1,quiz,False,196.0,,,,196.0,63cc988c2a276a3b63c222e6,63cd8a33aec0ccabcf0f9ba9,$1.58,1.58,53.0,6.0,7.0,5.0,to-na,tona,1.0,0.0,{},1674415272419.0,1674415272419.0,5362.0,5362.0,2.209,3.153,1674414847191.0,1674415277781.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'si': 4.0, 'ke': 1.0, 'to': 5.0, 'hu': 3.0, 'na': 2.0}",5-2,5-2,2.0,0.78825,2.99725,2,430590.0,20.0,0.1,6.666666666666667
211,15728,63cd8cd058c4334a66b047ef,run1,quiz,True,196.0,,,,196.0,63cc988c2a276a3b63c222e6,63cd8a33aec0ccabcf0f9ba9,$1.79,1.79,60.0,3.0,7.0,5.0,to-na,tona,1.0,0.0,{},1674415309600.0,1674415309600.0,5081.0,5081.0,1.608,3.473,1674414847191.0,1674415314681.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'si': 4.0, 'ke': 1.0, 'to': 5.0, 'hu': 3.0, 'na': 2.0}",5-2,5-2,2.0,0.86825,2.4762500000000003,3,467490.0,5.0,0.6,1.25
242,15858,63cd915458c4334a66b048a5,run1,quiz,False,199.0,,,,199.0,63cc988c2a276a3b63c222e6,63cd90befec356cac6a7ae7b,$0.12,0.12,5.0,1.0,7.0,5.0,na-su,nasu,1.0,0.0,{},1674416465594.0,1674416465594.0,1955.0,1955.0,1.351,0.604,1674416413741.0,1674416467549.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'su': 2.0, 'ko': 1.0, 'he': 4.0, 'na': 5.0, 'ti': 3.0}",5-2,5-2,2.0,0.151,1.502,0,53808.0,,,
253,15879,63cd915d58c4334a66b048c2,run1,quiz,False,199.0,,,,199.0,63cc988c2a276a3b63c222e6,63cd90befec356cac6a7ae7b,$0.21,0.21,8.0,1.0,7.0,5.0,na-su,nasu,1.0,0.0,{},1674416474930.0,1674416474930.0,1904.0,1904.0,1.427,0.477,1674416413741.0,1674416476834.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'su': 2.0, 'ko': 1.0, 'he': 4.0, 'na': 5.0, 'ti': 3.0}",5-2,5-2,2.0,0.11925,1.54625,1,63093.0,3.0,0.3333333333333333,1.5
272,15917,63cd916b58c4334a66b048f8,run1,quiz,False,199.0,,,,199.0,63cc988c2a276a3b63c222e6,63cd90befec356cac6a7ae7b,$0.3,0.3,11.0,0.0,7.0,5.0,na-su,nasu,1.0,0.0,{},1674416489143.0,1674416489143.0,1503.0,1503.0,0.851,0.652,1674416413741.0,1674416490646.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'su': 2.0, 'ko': 1.0, 'he': 4.0, 'na': 5.0, 'ti': 3.0}",5-2,5-2,2.0,0.163,1.014,2,76905.0,3.0,0.6666666666666666,1.0
320,16018,63cd918a58c4334a66b04980,run1,quiz,False,199.0,,,,199.0,63cc988c2a276a3b63c222e6,63cd90befec356cac6a7ae7b,$0.54,0.54,19.0,2.0,7.0,5.0,na-su,nasu,1.0,0.0,{},1674416519731.0,1674416519731.0,1503.0,1503.0,0.964,0.539,1674416413741.0,1674416521234.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'su': 2.0, 'ko': 1.0, 'he': 4.0, 'na': 5.0, 'ti': 3.0}",5-2,5-2,2.0,0.13475,1.09875,3,107493.0,4.0,0.75,1.0
324,16028,63cd918c58c4334a66b0498c,run1,quiz,False,197.0,,,,197.0,63cc988c2a276a3b63c222e6,63cd90bf29f960a6dfa33969,$1,1.0,34.0,6.0,7.0,5.0,hi-su,hisu,1.0,0.0,{},1674416523394.0,1674416523394.0,1489.0,1489.0,0.337,1.152,1674416405952.0,1674416524883.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'su': 1.0, 'ka': 2.0, 'hi-no': 3.0, 'hi-ka': 4.0, 'hi': 5.0, 'no': 6.0, 'hi-su': 7.0, 'te': 8.0, 'no-hi': 9.0, 'hi-te': 10.0}",7,5-1,2.0,0.288,0.625,0,118931.0,,,
344,16076,63cd919b58c4334a66b049d3,run1,quiz,False,201.0,,,,201.0,63cc988c2a276a3b63c222e6,63cd90c104ce9aaee32c8ab4,$0.98,0.98,34.0,6.0,7.0,5.0,ko-ni,koni,1.0,0.0,{},1674416537383.0,1674416537383.0,3028.0,3028.0,2.059,0.969,1674416412339.0,1674416540411.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'tu': 1.0, 'ni': 2.0, 'sa': 3.0, 'he': 4.0, 'ko': 5.0}",5-2,5-2,2.0,0.24225,2.30125,0,128072.0,,,
347,16085,63cd919d58c4334a66b049df,run1,quiz,False,206.0,,,,206.0,63cc988c2a276a3b63c222e6,63cd90c4250365c43225b031,$0.24,0.24,8.0,0.0,7.0,5.0,ti-se,tise,1.0,0.0,{},1674416539008.0,1674416539008.0,3072.0,3072.0,1.389,1.683,1674416474987.0,1674416542080.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 2.0, 'ti': 5.0, 'ho': 4.0, 'ka': 3.0, 'nu': 1.0}",5-2,5-2,2.0,0.42075,1.80975,0,67093.0,,,
356,16104,63cd91a258c4334a66b049fa,run1,quiz,False,198.0,,,,198.0,63cc988c2a276a3b63c222e6,63cd90c30e1b3e2d0512253c,$0.99,0.99,34.0,6.0,7.0,5.0,nu,nu,1.0,0.0,{},1674416545392.0,1674416545392.0,912.0,912.0,0.42,0.492,1674416412601.0,1674416546304.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 1.0, 'se-ko': 2.0, 'se-hi': 3.0, 'ta-se': 4.0, 'se-nu': 5.0, 'ta': 6.0, 'nu': 7.0, 'se-ta': 8.0, 'ko': 9.0, 'hi': 10.0}",7,7,1.0,0.246,0.6659999999999999,0,133703.0,,,
363,16112,63cd91a358c4334a66b04a04,run1,quiz,False,197.0,,,,197.0,63cc988c2a276a3b63c222e6,63cd90bf29f960a6dfa33969,$1.21,1.21,42.0,6.0,7.0,5.0,hi-su,hiso,0.0,0.0,{},1674416546298.0,1674416546298.0,1537.0,1537.0,0.355,1.182,1674416405952.0,1674416547835.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'su': 1.0, 'ka': 2.0, 'hi-no': 3.0, 'hi-ka': 4.0, 'hi': 5.0, 'no': 6.0, 'hi-su': 7.0, 'te': 8.0, 'no-hi': 9.0, 'hi-te': 10.0}",5,5-1,2.0,0.2955,0.6505,1,141883.0,7.0,0.14285714285714285,3.5
388,16155,63cd91ae58c4334a66b04a40,run1,quiz,False,206.0,,,,206.0,63cc988c2a276a3b63c222e6,63cd90c4250365c43225b031,$0.39,0.39,13.0,1.0,7.0,5.0,ti-se,tise,1.0,0.0,{},1674416556568.0,1674416556568.0,1758.0,1758.0,1.042,0.716,1674416474987.0,1674416558326.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 2.0, 'ti': 5.0, 'ho': 4.0, 'ka': 3.0, 'nu': 1.0}",5-2,5-2,2.0,0.179,1.221,1,83339.0,4.0,0.25,2.0
411,16197,63cd91b858c4334a66b04a7d,run1,quiz,False,198.0,,,,198.0,63cc988c2a276a3b63c222e6,63cd90c30e1b3e2d0512253c,$1.23,1.23,42.0,6.0,7.0,5.0,nu,nu,1.0,0.0,{},1674416567392.0,1674416567392.0,707.0,707.0,0.14,0.567,1674416412601.0,1674416568100.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 1.0, 'se-ko': 2.0, 'se-hi': 3.0, 'ta-se': 4.0, 'se-nu': 5.0, 'ta': 6.0, 'nu': 7.0, 'se-ta': 8.0, 'ko': 9.0, 'hi': 10.0}",7,7,1.0,0.2835,0.4235,1,155499.0,7.0,0.14285714285714285,3.5
426,16226,63cd91bf58c4334a66b04aa6,run1,quiz,False,201.0,,,,201.0,63cc988c2a276a3b63c222e6,63cd90c104ce9aaee32c8ab4,$1.19,1.19,42.0,6.0,7.0,5.0,ko-ni,koni,1.0,0.0,{},1674416572679.0,1674416572679.0,3436.0,3436.0,1.771,1.665,1674416412339.0,1674416576115.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'tu': 1.0, 'ni': 2.0, 'sa': 3.0, 'he': 4.0, 'ko': 5.0}",5-2,5-2,2.0,0.41625,2.18725,1,163776.0,7.0,0.14285714285714285,3.5
450,16268,63cd91ca58c4334a66b04ae2,run1,quiz,False,202.0,,,,202.0,63cc988c2a276a3b63c222e6,63cd90bf64f73b22f7d9d73c,$1.02,1.02,34.0,6.0,7.0,5.0,hu,hu,1.0,0.0,{},1674416583660.0,1674416583660.0,891.0,891.0,0.291,0.6,1674416411912.0,1674416584551.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ki-te': 1.0, 'ki-hu': 2.0, 'na-ki': 3.0, 'ki-so': 4.0, 'ki-na': 5.0, 'te': 6.0, 'hu': 7.0, 'ki': 8.0, 'so': 9.0, 'na': 10.0}",7,7,1.0,0.3,0.591,0,172639.0,,,
453,16273,63cd91cc58c4334a66b04aeb,run1,quiz,False,197.0,,,,197.0,63cc988c2a276a3b63c222e6,63cd90bf29f960a6dfa33969,$1.49,1.49,51.0,6.0,7.0,5.0,hi-su,hisu,1.0,0.0,{},1674416584554.0,1674416584554.0,3935.0,3935.0,2.8,1.135,1674416405952.0,1674416588489.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'su': 1.0, 'ka': 2.0, 'hi-no': 3.0, 'hi-ka': 4.0, 'hi': 5.0, 'no': 6.0, 'hi-su': 7.0, 'te': 8.0, 'no-hi': 9.0, 'hi-te': 10.0}",7,5-1,2.0,0.28375,3.08375,2,182537.0,8.0,0.25,2.6666666666666665
478,16311,63cd91d658c4334a66b04b21,run1,quiz,False,206.0,,,,206.0,63cc988c2a276a3b63c222e6,63cd90c4250365c43225b031,$0.69,0.69,23.0,5.0,7.0,5.0,ti-se,tise,1.0,0.0,{},1674416596145.0,1674416596145.0,2178.0,2178.0,1.164,1.014,1674416474987.0,1674416598323.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 2.0, 'ti': 5.0, 'ho': 4.0, 'ka': 3.0, 'nu': 1.0}",5-2,5-2,2.0,0.2535,1.4175,2,123336.0,6.0,0.3333333333333333,2.0
487,16323,63cd91d958c4334a66b04b33,run1,quiz,False,198.0,,,,198.0,63cc988c2a276a3b63c222e6,63cd90c30e1b3e2d0512253c,$1.47,1.47,51.0,6.0,7.0,5.0,nu,nu,1.0,0.0,{},1674416600426.0,1674416600426.0,856.0,856.0,0.283,0.573,1674416412601.0,1674416601282.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 1.0, 'se-ko': 2.0, 'se-hi': 3.0, 'ta-se': 4.0, 'se-nu': 5.0, 'ta': 6.0, 'nu': 7.0, 'se-ta': 8.0, 'ko': 9.0, 'hi': 10.0}",7,7,1.0,0.2865,0.5694999999999999,2,188681.0,8.0,0.25,2.6666666666666665
510,16352,63cd91e058c4334a66b04b5e,run1,quiz,False,199.0,,,,199.0,63cc988c2a276a3b63c222e6,63cd90befec356cac6a7ae7b,$1.37,1.37,47.0,0.0,10.0,5.0,su-na,suna,1.0,0.0,{},1674416605795.0,1674416605795.0,1251.0,1251.0,0.763,0.488,1674416413741.0,1674416607046.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'su': 2.0, 'ko': 1.0, 'he': 4.0, 'na': 5.0, 'ti': 3.0}",2-5,2-5,2.0,0.122,0.885,0,193305.0,,,
522,16367,63cd91e358c4334a66b04b72,run1,quiz,False,202.0,,,,202.0,63cc988c2a276a3b63c222e6,63cd90bf64f73b22f7d9d73c,$1.26,1.26,42.0,6.0,7.0,5.0,hu,hu,1.0,0.0,{},1674416608795.0,1674416608795.0,986.0,986.0,0.501,0.485,1674416411912.0,1674416609781.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ki-te': 1.0, 'ki-hu': 2.0, 'na-ki': 3.0, 'ki-so': 4.0, 'ki-na': 5.0, 'te': 6.0, 'hu': 7.0, 'ki': 8.0, 'so': 9.0, 'na': 10.0}",7,7,1.0,0.2425,0.7435,1,197869.0,7.0,0.14285714285714285,3.5
530,16381,63cd91e858c4334a66b04b8a,run1,quiz,False,209.0,,,,209.0,63cc988c2a276a3b63c222e6,63cd90c4daa27a66f65b28f4,$0.44,0.44,15.0,3.0,7.0,5.0,sa-he,sahe,1.0,0.0,{},1674416613726.0,1674416613726.0,2275.0,2275.0,1.441,0.834,1674416505404.0,1674416616001.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'he': 2.0, 'no': 3.0, 'ki': 4.0, 'tu': 1.0, 'sa': 5.0}",5-2,5-2,2.0,0.2085,1.6495,0,110597.0,,,
571,16447,63cd91f758c4334a66b04be3,run1,quiz,False,201.0,,,,201.0,63cc988c2a276a3b63c222e6,63cd90c104ce9aaee32c8ab4,$1.42,1.42,51.0,6.0,7.0,5.0,ko-ni,koni,1.0,0.0,{},1674416629279.0,1674416629279.0,2276.0,2276.0,1.383,0.893,1674416412339.0,1674416631555.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'tu': 1.0, 'ni': 2.0, 'sa': 3.0, 'he': 4.0, 'ko': 5.0}",5-2,5-2,2.0,0.22325,1.60625,2,219216.0,8.0,0.25,2.6666666666666665
